,GEOID,Median Income
2484,15000US060190056022,36906.0
2485,15000US060190056023,37212.0
2486,15000US060190056024,33609.0
2487,15000US060190056051,90536.0
2488,15000US060190056061,85000.0
2489,15000US060190056062,58911.0
2490,15000US060190056071,40893.0
2491,15000US060190056072,44231.0
2492,15000US060190056073,17656.0
2493,15000US060190056074,35057.0
2494,15000US060190056081,27371.0
2495,15000US060190056082,26831.0
2496,15000US060190056083,61550.0
2497,15000US060190056084,69821.0
2498,15000US060190057011,57375.0
2499,15000US060190057012,41477.0
2500,15000US060190057013,36680.0
2501,15000US060190057014,27301.0
2502,15000US060190057021,62386.0
2503,15000US060190057022,87679.0
2504,15000US060190057023,82455.0
2505,15000US060190057024,80625.0
2506,15000US060190057031,91181.0
2507,15000US060190057032,90694.0
2508,15000US060190057033,73750.0
2509,15000US060190057034,63017.0
2510,15000US060190057041,32079.0
2511,15000US060190057042,66058.0
2512,15000US060190057043,58111.0
2513,15000US060190057044,37276.0
2514,15000US060190058011,54044.0
2515,15000US060190058012,55197.0
2516,15000US060190058013,49107.0
2517,15000US060190058021,89917.0
2518,15000US060190058022,102042.0
2519,15000US060190058041,56678.0
2520,15000US060190058042,
2521,15000US060190058043,42974.0
2522,15000US060190058044,77841.0
2523,15000US060190058045,44559.0
2524,15000US060190058051,78563.0
2525,15000US060190059041,85625.0
2526,15000US060190059042,44813.0
2527,15000US060190059051,67961.0
2528,15000US060190059052,110298.0
2529,15000US060190059053,55843.0
2530,15000US060190059061,91597.0
2531,15000US060190059062,48409.0
2532,15000US060190059071,
2533,15000US060190059072,94671.0
2534,15000US060190059091,101658.0
2535,15000US060190059092,81969.0
2536,15000US060190059111,86908.0
2537,15000US060190059112,120709.0
2538,15000US060190059121,89135.0
2539,15000US060190059122,123516.0
2540,15000US060190060001,65172.0
2541,15000US060190060002,23281.0
2542,15000US060190060003,47159.0
2543,15000US060190060004,54728.0
2544,15000US060190060005,37384.0
2545,15000US060190061001,
2546,15000US060190061002,16738.0
2547,15000US060190061003,
2548,15000US060190061004,60625.0
2549,15000US060190061005,82393.0
2550,15000US060190062011,25045.0
2551,15000US060190062012,50735.0
2552,15000US060190062021,48125.0
2553,15000US060190062022,42253.0
2554,15000US060190062023,25893.0
2555,15000US060190062024,48875.0
2556,15000US060190063001,74234.0
2557,15000US060190063002,93819.0
2558,15000US060190063003,66250.0
2559,15000US060190063004,52992.0
2560,15000US060190063005,57417.0
2561,15000US060190064021,84861.0
2562,15000US060190064022,66429.0
2563,15000US060190064023,74239.0
2564,15000US060190064024,95500.0
2565,15000US060190064025,40500.0
2566,15000US060190064026,79792.0
2567,15000US060190064031,44836.0
2568,15000US060190064032,
2569,15000US060190064033,63672.0
2570,15000US060190064034,80259.0
2571,15000US060190064041,86761.0
2572,15000US060190064042,42188.0
2573,15000US060190064043,78879.0
2574,15000US060190064051,86375.0
2575,15000US060190064052,41379.0
2576,15000US060190064053,58158.0
2577,15000US060190065011,26760.0
2578,15000US060190065012,20766.0
2579,15000US060190065013,29904.0
2580,15000US060190065021,29338.0
2581,15000US060190065022,23042.0
2582,15000US060190066021,27461.0
2583,15000US060190066022,41603.0
2584,15000US060190066023,19393.0
2585,15000US060190066024,
2586,15000US060190066031,31406.0
2587,15000US060190066032,46185.0
2588,15000US060190066041,35399.0
2589,15000US060190066042,41875.0
2590,15000US060190066043,37784.0
2591,15000US060190066044,61576.0
2592,15000US060190066045,
2593,15000US060190067001,
2594,15000US060190067002,34914.0
2595,15000US060190067003,49273.0
2596,15000US060190067004,59167.0
2597,15000US060190067005,55319.0
2598,15000US060190068021,32188.0
2599,15000US060190068022,36181.0
2600,15000US060190068023,63197.0
2601,15000US060190068024,23828.0
2602,15000US060190069001,25809.0
2603,15000US060190069002,31652.0
2604,15000US060190069003,39052.0
2605,15000US060190070021,34611.0
2606,15000US060190070022,32917.0
2607,15000US060190070023,31111.0
2608,15000US060190070031,43583.0
2609,15000US060190070032,39384.0
2610,15000US060190070033,97750.0
2611,15000US060190070034,52240.0
2612,15000US060190070041,93000.0
2613,15000US060190070042,49792.0
2614,15000US060190070043,55192.0
2615,15000US060190071001,23125.0
2616,15000US060190071002,20000.0
2617,15000US060190071003,33667.0
2618,15000US060190071004,37933.0
2619,15000US060190071005,36970.0
2620,15000US060190072011,39897.0
2621,15000US060190072012,100784.0
2622,15000US060190072013,61480.0
2623,15000US060190072014,61657.0
2624,15000US060190072015,52365.0
2625,15000US060190072021,44145.0
2626,15000US060190072022,61554.0
2627,15000US060190073001,34313.0
2628,15000US060190073002,51625.0
2629,15000US060190073003,
2630,15000US060190073004,
2631,15000US060190073005,27500.0
2632,15000US060190074001,66950.0
2633,15000US060190074002,49250.0
2634,15000US060190074003,25809.0
2635,15000US060190075001,29803.0
2636,15000US060190075002,36250.0
2637,15000US060190075003,33810.0
2638,15000US060190075004,36750.0
2639,15000US060190075005,51023.0
2640,15000US060190076001,42278.0
2641,15000US060190076002,43875.0
2642,15000US060190076003,32556.0
2643,15000US060190076004,31324.0
2644,15000US060190077001,47405.0
2645,15000US060190077002,54400.0
2646,15000US060190077003,41250.0
2647,15000US060190077004,
2648,15000US060190078011,44464.0
2649,15000US060190078021,34700.0
2650,15000US060190078022,14102.0
2651,15000US060190078023,17413.0
2652,15000US060190078024,19738.0
2653,15000US060190079011,
2654,15000US060190079021,69750.0
2655,15000US060190079022,47688.0
2656,15000US060190080001,81875.0
2657,15000US060190080002,33221.0
2658,15000US060190080003,98456.0
2659,15000US060190080004,
2660,15000US060190080005,65313.0
2661,15000US060190081001,80833.0
2662,15000US060190081002,32155.0
2663,15000US060190081003,32169.0
2664,15000US060190081004,61625.0
2665,15000US060190082001,
2666,15000US060190082002,31250.0
2667,15000US060190082003,57813.0
2668,15000US060190082004,30156.0
2669,15000US060190082005,13625.0
2670,15000US060190082006,33813.0
2671,15000US060190083011,34083.0
2672,15000US060190083012,23654.0
2673,15000US060190083013,25000.0
2674,15000US060190083021,26471.0
2675,15000US060190083022,40243.0
2676,15000US060190083023,31538.0
2677,15000US060190083024,
2678,15000US060190083025,27581.0
2679,15000US060190084011,28478.0
2680,15000US060190084012,25357.0
2681,15000US060190084013,54125.0
2682,15000US060190084014,33922.0
2683,15000US060190084015,63375.0
2684,15000US060190084016,
2685,15000US060190084021,38625.0
2686,15000US060190084022,41324.0
2687,15000US060190085011,22431.0
2688,15000US060190085012,31016.0
2689,15000US060190085013,35500.0
2690,15000US060190085021,33000.0
2691,15000US060190085022,35847.0
2692,15000US060190085023,22450.0
2693,15000US060210101001,37574.0
2694,15000US060210101002,42163.0
2695,15000US060210101003,39419.0
2696,15000US060210101004,32361.0
2697,15000US060210102001,
2698,15000US060210102002,42179.0
2699,15000US060210102003,52115.0
2700,15000US060210102004,
2701,15000US060210103001,57794.0
2702,15000US060210103002,60938.0
2703,15000US060210103003,24821.0
2704,15000US060210104001,32292.0
2705,15000US060210104002,52054.0
2706,15000US060210104003,35579.0
2707,15000US060210104004,
2708,15000US060210104005,37404.0
2709,15000US060210104006,37891.0
2710,15000US060210104007,51236.0
2711,15000US060210105011,38125.0
2712,15000US060210105012,48750.0
2713,15000US060210105013,43750.0
2714,15000US060210105021,59688.0
2715,15000US060210105022,37188.0
2716,15000US060230001001,19872.0
2717,15000US060230001002,25789.0
2718,15000US060230001003,37000.0
2719,15000US060230001004,21675.0
2720,15000US060230002001,41786.0
2721,15000US060230002002,44688.0
2722,15000US060230002003,26762.0
2723,15000US060230002004,51760.0
2724,15000US060230002005,36094.0
2725,15000US060230002006,39761.0
2726,15000US060230003001,37344.0
2727,15000US060230003002,43828.0
2728,15000US060230003003,
2729,15000US060230003004,44594.0
2730,15000US060230003005,45272.0
2731,15000US060230004001,63750.0
2732,15000US060230004002,52417.0
2733,15000US060230004003,34554.0
2734,15000US060230005001,20750.0
2735,15000US060230005002,29457.0
2736,15000US060230005003,29426.0
2737,15000US060230005004,31652.0
2738,15000US060230006001,57635.0
2739,15000US060230006002,46818.0
2740,15000US060230006003,41520.0
2741,15000US060230006004,
2742,15000US060230006005,62074.0
2743,15000US060230007001,68243.0
2744,15000US060230007002,39750.0
2745,15000US060230007003,73167.0
2746,15000US060230007004,65781.0
2747,15000US060230008001,42212.0
2748,15000US060230008002,62209.0
2749,15000US060230008003,64264.0
2750,15000US060230009001,53529.0
2751,15000US060230009002,68958.0
2752,15000US060230009003,51983.0
2753,15000US060230010001,26250.0
2754,15000US060230010002,14722.0
2755,15000US060230010003,37714.0
2756,15000US060230010004,10599.0
2757,15000US060230010005,41217.0
2758,15000US060230011011,63333.0
2759,15000US060230011012,30545.0
2760,15000US060230011013,43186.0
2761,15000US060230011014,28298.0
2762,15000US060230012001,38971.0
2763,15000US060230012002,69167.0
2764,15000US060230012003,30536.0
2765,15000US060230013001,34236.0
2766,15000US060230101021,35469.0
2767,15000US060230101022,17917.0
2768,15000US060230101023,35938.0
2769,15000US060230101024,33472.0
2770,15000US060230102001,41806.0
2771,15000US060230102002,55156.0
2772,15000US060230102003,53879.0
2773,15000US060230103001,62000.0
2774,15000US060230103002,47986.0
2775,15000US060230103003,49398.0
2776,15000US060230103004,48095.0
2777,15000US060230103005,39176.0
2778,15000US060230104001,51383.0
2779,15000US060230104002,60000.0
2780,15000US060230105011,55417.0
2781,15000US060230105012,43750.0
2782,15000US060230105013,53068.0
2783,15000US060230105014,55994.0
2784,15000US060230105021,44886.0
2785,15000US060230105022,62171.0
2786,15000US060230105023,48906.0
2787,15000US060230106001,60000.0
2788,15000US060230106002,59196.0
2789,15000US060230107001,43047.0
2790,15000US060230107002,46154.0
2791,15000US060230107003,61696.0
2792,15000US060230107004,
2793,15000US060230107005,41101.0
2794,15000US060230108001,37583.0
2795,15000US060230108002,46208.0
2796,15000US060230108003,43958.0
2797,15000US060230108004,53036.0
2798,15000US060230109011,55781.0
2799,15000US060230109012,23042.0
2800,15000US060230109013,40441.0
2801,15000US060230109021,36125.0
2802,15000US060230109022,42054.0
2803,15000US060230109023,48477.0
2804,15000US060230109024,56100.0
2805,15000US060230110001,47128.0
2806,15000US060230110002,42411.0
2807,15000US060230110003,55100.0
2808,15000US060230111001,35526.0
2809,15000US060230111002,53239.0
2810,15000US060230111003,46603.0
2811,15000US060230111004,39952.0
2812,15000US060230112001,34483.0
2813,15000US060230112002,53125.0
2814,15000US060230112003,56058.0
2815,15000US060230115001,38750.0
2816,15000US060230115002,40964.0
2817,15000US060230115003,34833.0
2818,15000US060230116001,37938.0
2819,15000US060230116002,30476.0
2820,15000US060230116003,40531.0
2821,15000US060239400001,22394.0
2822,15000US060239400002,33813.0
2823,15000US060239901000,
2824,15000US060250101011,
2825,15000US060250101021,18108.0
2826,15000US060250101022,20909.0
2827,15000US060250101023,46193.0
2828,15000US060250101024,44688.0
2829,15000US060250102001,39896.0
2830,15000US060250102002,31339.0
2831,15000US060250103001,62833.0
2832,15000US060250104001,42473.0
2833,15000US060250104002,49432.0
2834,15000US060250104003,32313.0
2835,15000US060250104004,
2836,15000US060250104005,14274.0
2837,15000US060250105001,49625.0
2838,15000US060250105002,16439.0
2839,15000US060250105003,74338.0
2840,15000US060250105004,38415.0
2841,15000US060250106001,42083.0
2842,15000US060250106002,47371.0
2843,15000US060250106003,50605.0
2844,15000US060250106004,77411.0
2845,15000US060250107001,36534.0
2846,15000US060250107002,32450.0
2847,15000US060250107003,26146.0
2848,15000US060250108001,71000.0
2849,15000US060250108002,67708.0
2850,15000US060250109001,22118.0
2851,15000US060250109002,20941.0
2852,15000US060250109003,44844.0
2853,15000US060250109004,51797.0
2854,15000US060250109005,
2855,15000US060250109006,48500.0
2856,15000US060250110001,100192.0
2857,15000US060250110002,64649.0
2858,15000US060250110003,41061.0
2859,15000US060250110004,
2860,15000US060250110005,99826.0
2861,15000US060250110006,76846.0
2862,15000US060250111001,48889.0
2863,15000US060250111002,50000.0
2864,15000US060250111003,25021.0
2865,15000US060250112011,81602.0
2866,15000US060250112012,81576.0
2867,15000US060250112021,24737.0
2868,15000US060250112022,27620.0
2869,15000US060250112023,18931.0
2870,15000US060250113001,58917.0
2871,15000US060250113002,35217.0
2872,15000US060250113003,40000.0
2873,15000US060250113004,52632.0
2874,15000US060250114001,39539.0
2875,15000US060250114002,21042.0
2876,15000US060250114003,19972.0
2877,15000US060250115001,19246.0
2878,15000US060250115002,34167.0
2879,15000US060250115003,23306.0
2880,15000US060250115004,52917.0
2881,15000US060250116001,57250.0
2882,15000US060250116002,24651.0
2883,15000US060250116003,
2884,15000US060250116004,33417.0
2885,15000US060250117001,46054.0
2886,15000US060250117002,98516.0
2887,15000US060250117003,45647.0
2888,15000US060250118011,86364.0
2889,15000US060250118012,94598.0
2890,15000US060250118021,36250.0
2891,15000US060250118022,26058.0
2892,15000US060250118023,65774.0
2893,15000US060250118024,63088.0
2894,15000US060250118031,93883.0
2895,15000US060250119001,28699.0
2896,15000US060250119002,46841.0
2897,15000US060250119003,
2898,15000US060250120011,18391.0
2899,15000US060250120012,30583.0
2900,15000US060250120021,57540.0
2901,15000US060250120022,61383.0
2902,15000US060250121001,33065.0
2903,15000US060250121002,16654.0
2904,15000US060250121003,14188.0
2905,15000US060250121004,21063.0
2906,15000US060250122001,37591.0
2907,15000US060250122002,37762.0
2908,15000US060250122003,41013.0
2909,15000US060250122004,28864.0
2910,15000US060250123011,46087.0
2911,15000US060250123012,
2912,15000US060250123021,32733.0
2913,15000US060250123022,32438.0
2914,15000US060250123023,25195.0
2915,15000US060250124001,23542.0
2916,15000US060250124002,26250.0
2917,15000US060259400001,45341.0
2918,15000US060259400002,37500.0
2919,15000US060259400003,23013.0
2920,15000US060270001001,39676.0
2921,15000US060270001002,80341.0
2922,15000US060270002001,83906.0
2923,15000US060270002002,91250.0
2924,15000US060270003001,92798.0
2925,15000US060270003002,81492.0
2926,15000US060270004001,41050.0
2927,15000US060270004002,33160.0
2928,15000US060270004003,29303.0
2929,15000US060270004004,46299.0
2930,15000US060270005001,57440.0
2931,15000US060270005002,51188.0
2932,15000US060270008001,31350.0
2933,15000US060270008002,48036.0
2934,15000US060270008003,38438.0
2935,15000US060270008004,32208.0
2936,15000US060290001011,44173.0
2937,15000US060290001012,24338.0
2938,15000US060290001013,44392.0
2939,15000US060290001014,69315.0
2940,15000US060290001015,59414.0
2941,15000US060290001021,38958.0
2942,15000US060290001022,58214.0
2943,15000US060290002001,28553.0
2944,15000US060290002002,25196.0
2945,15000US060290002003,31354.0
2946,15000US060290002004,18750.0
2947,15000US060290002005,29063.0
2948,15000US060290002006,25521.0
2949,15000US060290002007,36618.0
2950,15000US060290003001,32115.0
2951,15000US060290003002,33542.0
2952,15000US060290003003,17391.0
2953,15000US060290003004,57500.0
2954,15000US060290004001,17198.0
2955,15000US060290004002,30426.0
2956,15000US060290004003,25137.0
2957,15000US060290005031,100354.0
2958,15000US060290005032,81132.0
2959,15000US060290005033,126444.0
2960,15000US060290005041,79773.0
2961,15000US060290005042,25923.0
2962,15000US060290005051,112667.0
2963,15000US060290005052,77625.0
2964,15000US060290005061,61528.0
2965,15000US060290005071,76533.0
2966,15000US060290006001,37871.0
2967,15000US060290006002,18398.0
2968,15000US060290006003,
2969,15000US060290006004,16394.0
2970,15000US060290007001,49701.0
2971,15000US060290007002,46419.0
2972,15000US060290007003,
2973,15000US060290007004,55905.0
2974,15000US060290007005,52402.0
2975,15000US060290008001,52125.0
2976,15000US060290008002,
2977,15000US060290008003,36131.0
2978,15000US060290008004,60469.0
2979,15000US060290008005,65455.0
2980,15000US060290009021,52875.0
2981,15000US060290009022,55515.0
2982,15000US060290009031,37074.0
2983,15000US060290009032,70781.0
2984,15000US060290009041,40438.0
2985,15000US060290009042,49728.0
2986,15000US060290009043,49871.0
2987,15000US060290009051,64259.0
2988,15000US060290009052,41161.0
2989,15000US060290009061,44620.0
2990,15000US060290009062,70893.0
2991,15000US060290009071,42188.0
2992,15000US060290009081,61929.0
2993,15000US060290009082,47625.0
2994,15000US060290009083,71500.0
2995,15000US060290009091,92308.0
2996,15000US060290009092,91094.0
2997,15000US060290009101,33204.0
2998,15000US060290009102,66492.0
2999,15000US060290009103,104750.0
3000,15000US060290009104,50671.0
3001,15000US060290010001,58935.0
3002,15000US060290010002,65410.0
3003,15000US060290010003,43028.0
3004,15000US060290010004,
3005,15000US060290011011,31265.0
3006,15000US060290011012,38542.0
3007,15000US060290011021,24866.0
3008,15000US060290011022,40156.0
3009,15000US060290011023,28350.0
3010,15000US060290011024,31726.0
3011,15000US060290011031,30461.0
3012,15000US060290011032,23716.0
3013,15000US060290011033,26420.0
3014,15000US060290012011,27311.0
3015,15000US060290012012,25833.0
3016,15000US060290012021,14321.0
3017,15000US060290012022,21831.0
3018,15000US060290012023,39076.0
3019,15000US060290012024,27279.0
3020,15000US060290013001,30721.0
3021,15000US060290013002,25500.0
3022,15000US060290013003,27569.0
3023,15000US060290013004,25329.0
3024,15000US060290013005,26272.0
3025,15000US060290013006,14034.0
3026,15000US060290014001,32568.0
3027,15000US060290014002,23875.0
3028,15000US060290014003,21677.0
3029,15000US060290014004,19719.0
3030,15000US060290015001,28750.0
3031,15000US060290015002,21800.0
3032,15000US060290015003,25491.0
3033,15000US060290016001,22026.0
3034,15000US060290016002,43229.0
3035,15000US060290017001,68200.0
3036,15000US060290017002,63681.0
3037,15000US060290017003,40799.0
3038,15000US060290017004,62321.0
3039,15000US060290018011,
3040,15000US060290018012,51338.0
3041,15000US060290018013,47768.0
3042,15000US060290018021,45000.0
3043,15000US060290018022,63083.0
3044,15000US060290018023,61696.0
3045,15000US060290019011,38641.0
3046,15000US060290019012,62100.0
3047,15000US060290019013,39913.0
3048,15000US060290019014,46250.0
3049,15000US060290019021,23393.0
3050,15000US060290019022,52143.0
3051,15000US060290019023,25875.0
3052,15000US060290019024,29101.0
3053,15000US060290020001,40395.0
3054,15000US060290020002,28538.0
3055,15000US060290020003,38940.0
3056,15000US060290020004,17520.0
3057,15000US060290021001,23333.0
3058,15000US060290021002,21810.0
3059,15000US060290021003,28409.0
3060,15000US060290021004,23688.0
3061,15000US060290022001,18261.0
3062,15000US060290022002,29643.0
3063,15000US060290022003,19183.0
3064,15000US060290022004,19957.0
3065,15000US060290022005,15652.0
3066,15000US060290023011,27296.0
3067,15000US060290023012,31947.0
3068,15000US060290023013,33168.0
3069,15000US060290023014,25140.0
3070,15000US060290023021,27237.0
3071,15000US060290023022,34940.0
3072,15000US060290024001,39823.0
3073,15000US060290025001,32670.0
3074,15000US060290025002,
3075,15000US060290025003,36448.0
3076,15000US060290025004,28051.0
3077,15000US060290025005,30625.0
3078,15000US060290026001,29663.0
3079,15000US060290026002,36635.0
3080,15000US060290026003,33125.0
3081,15000US060290027001,26750.0
3082,15000US060290027002,36875.0
3083,15000US060290027003,34608.0
3084,15000US060290027004,41515.0
3085,15000US060290027005,31338.0
3086,15000US060290028041,41776.0
3087,15000US060290028042,61181.0
3088,15000US060290028061,73182.0
3089,15000US060290028071,144611.0
3090,15000US060290028072,85500.0
3091,15000US060290028073,66563.0
3092,15000US060290028074,107596.0
3093,15000US060290028081,140843.0
3094,15000US060290028082,129107.0
3095,15000US060290028083,46923.0
3096,15000US060290028084,104659.0
3097,15000US060290028085,84722.0
3098,15000US060290028111,120216.0
3099,15000US060290028121,36615.0
3100,15000US060290028122,42891.0
3101,15000US060290028123,25625.0
3102,15000US060290028124,28906.0
3103,15000US060290028131,60625.0
3104,15000US060290028132,38147.0
3105,15000US060290028133,28237.0
3106,15000US060290028141,50881.0
3107,15000US060290028142,31442.0
3108,15000US060290028143,32052.0
3109,15000US060290028151,35125.0
3110,15000US060290028152,44179.0
3111,15000US060290028161,46691.0
3112,15000US060290028162,47596.0
3113,15000US060290028163,38644.0
3114,15000US060290028171,57557.0
3115,15000US060290028172,33203.0
3116,15000US060290028173,39762.0
3117,15000US060290028181,71036.0
3118,15000US060290028182,66250.0
3119,15000US060290028191,63317.0
3120,15000US060290028192,65172.0
3121,15000US060290028201,89545.0
3122,15000US060290028202,73179.0
3123,15000US060290028203,82625.0
3124,15000US060290028204,85739.0
3125,15000US060290028211,73185.0
3126,15000US060290028212,63688.0
3127,15000US060290028213,72384.0
3128,15000US060290029001,34411.0
3129,15000US060290029002,30578.0
3130,15000US060290029003,47692.0
3131,15000US060290029004,44732.0
3132,15000US060290030001,20608.0
3133,15000US060290030002,28043.0
3134,15000US060290030003,17125.0
3135,15000US060290030004,34828.0
3136,15000US060290030005,44836.0
3137,15000US060290030006,35260.0
3138,15000US060290031031,
3139,15000US060290031032,36520.0
3140,15000US060290031033,38558.0
3141,15000US060290031121,46328.0
3142,15000US060290031122,41875.0
3143,15000US060290031123,47193.0
3144,15000US060290031131,41853.0
3145,15000US060290031132,46266.0
3146,15000US060290031141,61677.0
3147,15000US060290031142,67569.0
3148,15000US060290031143,67833.0
3149,15000US060290031144,38784.0
3150,15000US060290031151,48402.0
3151,15000US060290031152,38229.0
3152,15000US060290031153,29902.0
3153,15000US060290031211,42760.0
3154,15000US060290031212,27026.0
3155,15000US060290031213,22839.0
3156,15000US060290031214,37090.0
3157,15000US060290031215,32266.0
3158,15000US060290031221,51638.0
3159,15000US060290031222,50842.0
3160,15000US060290031223,49338.0
3161,15000US060290031224,39250.0
3162,15000US060290031231,97609.0
3163,15000US060290031232,89000.0
3164,15000US060290031233,102026.0
3165,15000US060290031234,100746.0
3166,15000US060290031235,78639.0
3167,15000US060290031236,77770.0
3168,15000US060290031241,59475.0
3169,15000US060290031242,79764.0
3170,15000US060290031243,67976.0
3171,15000US060290031244,45740.0
3172,15000US060290032021,47308.0
3173,15000US060290032022,54038.0
3174,15000US060290032023,50000.0
3175,15000US060290032024,50714.0
3176,15000US060290032025,39818.0
3177,15000US060290032031,92202.0
3178,15000US060290032041,113824.0
3179,15000US060290032051,56845.0
3180,15000US060290032052,62363.0
3181,15000US060290032053,66658.0
3182,15000US060290032061,72309.0
3183,15000US060290032062,71735.0
3184,15000US060290032063,79435.0
3185,15000US060290033031,41250.0
3186,15000US060290033041,58913.0
3187,15000US060290033042,46111.0
3188,15000US060290033043,38229.0
3189,15000US060290033051,39844.0
3190,15000US060290033052,
3191,15000US060290033053,31823.0
3192,15000US060290033061,30106.0
3193,15000US060290033062,50471.0
3194,15000US060290034001,37569.0
3195,15000US060290034002,30114.0
3196,15000US060290035001,23500.0
3197,15000US060290035002,73269.0
3198,15000US060290035003,52375.0
3199,15000US060290036001,39625.0
3200,15000US060290036002,40729.0
3201,15000US060290036003,61800.0
3202,15000US060290037001,34259.0
3203,15000US060290037002,52826.0
3204,15000US060290038031,110673.0
3205,15000US060290038041,80198.0
3206,15000US060290038042,108881.0
3207,15000US060290038043,105536.0
3208,15000US060290038051,91949.0
3209,15000US060290038052,99199.0
3210,15000US060290038053,93466.0
3211,15000US060290038054,106736.0
3212,15000US060290038061,102500.0
3213,15000US060290038071,81875.0
3214,15000US060290038072,61389.0
3215,15000US060290038081,72500.0
3216,15000US060290038082,75958.0
3217,15000US060290038091,101974.0
3218,15000US060290038092,116400.0
3219,15000US060290038093,97041.0
3220,15000US060290038101,133654.0
3221,15000US060290038102,146667.0
3222,15000US060290038111,92708.0
3223,15000US060290038112,56205.0
3224,15000US060290038121,68869.0
3225,15000US060290038122,93333.0
3226,15000US060290038123,51736.0
3227,15000US060290038131,120875.0
3228,15000US060290039001,68550.0
3229,15000US060290039002,
3230,15000US060290040001,42216.0
3231,15000US060290040002,36898.0
3232,15000US060290040003,46250.0
3233,15000US060290040004,51318.0
3234,15000US060290041011,63042.0
3235,15000US060290041012,21127.0
3236,15000US060290041013,30950.0
3237,15000US060290041021,30258.0
3238,15000US060290041022,33503.0
3239,15000US060290042001,40417.0
3240,15000US060290043011,63170.0
3241,15000US060290043012,44120.0
3242,15000US060290043013,40575.0
3243,15000US060290043021,
3244,15000US060290044011,51385.0
3245,15000US060290044012,36053.0
3246,15000US060290044013,55083.0
3247,15000US060290044021,23375.0
3248,15000US060290044022,24551.0
3249,15000US060290045001,29474.0
3250,15000US060290045002,36898.0
3251,15000US060290046011,
3252,15000US060290046031,
3253,15000US060290046041,36622.0
3254,15000US060290046042,45989.0
3255,15000US060290046043,
3256,15000US060290046044,70882.0
3257,15000US060290047011,35979.0
3258,15000US060290047012,29931.0
3259,15000US060290047013,35534.0
3260,15000US060290047021,36513.0
3261,15000US060290047022,32024.0
3262,15000US060290047023,26458.0
3263,15000US060290048001,31549.0
3264,15000US060290048002,24679.0
3265,15000US060290048003,20119.0
3266,15000US060290048004,26266.0
3267,15000US060290049011,43839.0
3268,15000US060290049012,23534.0
3269,15000US060290049013,31949.0
3270,15000US060290049014,32199.0
3271,15000US060290049021,36417.0
3272,15000US060290049022,47841.0
3273,15000US060290049023,46091.0
3274,15000US060290049024,61071.0
3275,15000US060290049025,63229.0
3276,15000US060290050031,51198.0
3277,15000US060290050032,29196.0
3278,15000US060290050041,51759.0
3279,15000US060290050042,29286.0
3280,15000US060290050043,80774.0
3281,15000US060290051031,52500.0
3282,15000US060290051041,100250.0
3283,15000US060290051042,108897.0
3284,15000US060290052011,56250.0
3285,15000US060290052012,27935.0
3286,15000US060290052013,44474.0
3287,15000US060290052014,31009.0
3288,15000US060290052015,
3289,15000US060290052016,
3290,15000US060290052017,57910.0
3291,15000US060290052031,31006.0
3292,15000US060290052032,36680.0
3293,15000US060290052033,29047.0
3294,15000US060290052034,49808.0
3295,15000US060290052041,48250.0
3296,15000US060290052042,26063.0
3297,15000US060290052043,24107.0
3298,15000US060290052044,25370.0
3299,15000US060290052045,
3300,15000US060290053001,47596.0
3301,15000US060290053002,23607.0
3302,15000US060290054011,32917.0
3303,15000US060290054012,55333.0
3304,15000US060290054013,85000.0
3305,15000US060290054014,129766.0
3306,15000US060290054015,63289.0
3307,15000US060290054021,40862.0
3308,15000US060290054022,74688.0
3309,15000US060290054023,91272.0
3310,15000US060290054031,54643.0
3311,15000US060290054032,66152.0
3312,15000US060290054033,94229.0
3313,15000US060290054034,44219.0
3314,15000US060290054035,12045.0
3315,15000US060290054041,69680.0
3316,15000US060290054042,60333.0
3317,15000US060290054043,63875.0
3318,15000US060290054044,31971.0
3319,15000US060290055011,
3320,15000US060290055012,67844.0
3321,15000US060290055013,130067.0
3322,15000US060290055014,
3323,15000US060290055015,
3324,15000US060290055016,70938.0
3325,15000US060290055061,96250.0
3326,15000US060290055062,42071.0
3327,15000US060290055063,78462.0
3328,15000US060290055064,40583.0
3329,15000US060290055071,46523.0
3330,15000US060290055072,62955.0
3331,15000US060290055073,32235.0
3332,15000US060290055081,38692.0
3333,15000US060290055082,47981.0
3334,15000US060290055083,30603.0
3335,15000US060290056001,30417.0
3336,15000US060290056002,29375.0
3337,15000US060290057001,59632.0
3338,15000US060290058011,85693.0
3339,15000US060290058012,73750.0
3340,15000US060290058013,77969.0
3341,15000US060290058021,69596.0
3342,15000US060290058022,38750.0
3343,15000US060290058023,52442.0
3344,15000US060290058024,40211.0
3345,15000US060290059001,29643.0
3346,15000US060290059002,17708.0
3347,15000US060290059003,51917.0
3348,15000US060290060021,
3349,15000US060290060031,76599.0
3350,15000US060290060032,55047.0
3351,15000US060290060033,41500.0
3352,15000US060290060034,31445.0
3353,15000US060290060041,40446.0
3354,15000US060290060042,39044.0
3355,15000US060290060061,81098.0
3356,15000US060290060062,72048.0
3357,15000US060290060063,79432.0
3358,15000US060290060071,78424.0
3359,15000US060290060072,63341.0
3360,15000US060290060073,70181.0
3361,15000US060290060081,86923.0
3362,15000US060290060082,66146.0
3363,15000US060290060083,99181.0
3364,15000US060290060084,82154.0
3365,15000US060290061001,31103.0
3366,15000US060290061002,44512.0
3367,15000US060290061003,72159.0
3368,15000US060290061004,25122.0
3369,15000US060290062011,37269.0
