,GEOID,Married Present,Married Absent,Never Married,Divorced,Widowed
76,15000US060014035012,0.20365088419851682,0.07586993725042784,0.5887050770108385,0.07472903593839134,0.05704506560182544
77,15000US060014035013,0.3181818181818182,0.08851674641148326,0.42105263157894735,0.1722488038277512,0.0
78,15000US060014035021,0.31390728476821195,0.04370860927152318,0.5761589403973509,0.06622516556291391,0.0
79,15000US060014035022,0.2839607201309329,0.07774140752864157,0.49263502454991814,0.12193126022913257,0.023731587561374796
80,15000US060014036001,0.2727272727272727,0.09199134199134198,0.4653679653679654,0.12229437229437229,0.047619047619047616
81,15000US060014036002,0.29000546149645,0.03986892408519935,0.5079191698525396,0.13599126160567995,0.026215182960131075
82,15000US060014036003,0.29817444219066935,0.02231237322515213,0.5179175118323192,0.1548343475321163,0.0067613252197430695
83,15000US060014037011,0.25166666666666665,0.05583333333333333,0.4483333333333333,0.10666666666666667,0.1375
84,15000US060014037012,0.24720774385703648,0.02531645569620253,0.5919583023082651,0.12956068503350707,0.005956813104988831
85,15000US060014037021,0.32075471698113206,0.0,0.614065180102916,0.06518010291595197,0.0
86,15000US060014037022,0.43237082066869303,0.015197568389057751,0.41413373860182373,0.11246200607902736,0.025835866261398176
87,15000US060014038001,0.6086956521739131,0.057208237986270026,0.16933638443935928,0.06636155606407322,0.09839816933638444
88,15000US060014038002,0.3442857142857143,0.07,0.44,0.05142857142857143,0.09428571428571429
89,15000US060014038003,0.24386724386724387,0.02886002886002886,0.6378066378066378,0.07792207792207792,0.011544011544011544
90,15000US060014038004,0.2749576988155668,0.018612521150592216,0.6015228426395939,0.10490693739424704,0.0
91,15000US060014039001,0.19957983193277312,0.0742296918767507,0.5665266106442577,0.14775910364145659,0.011904761904761904
92,15000US060014039002,0.371900826446281,0.07603305785123966,0.26611570247933886,0.2859504132231405,0.0
93,15000US060014039003,0.21638225255972696,0.09283276450511946,0.3535836177474403,0.24573378839590443,0.09146757679180888
94,15000US060014040001,0.2836801752464403,0.023548740416210297,0.5613362541073385,0.12705366922234393,0.004381161007667032
95,15000US060014040002,0.4101184068891281,0.008611410118406888,0.48116254036598494,0.09472551130247578,0.005382131324004306
96,15000US060014041011,0.3353927625772286,0.0353045013239188,0.3936451897616946,0.12180052956751986,0.11385701676963812
97,15000US060014041012,0.37240184757505773,0.04041570438799076,0.4751732101616628,0.09584295612009237,0.016166281755196306
98,15000US060014041021,0.3089700996677741,0.026578073089700997,0.49750830564784054,0.11710963455149502,0.04983388704318937
99,15000US060014041022,0.391304347826087,0.05272895467160037,0.34135060129509714,0.06753006475485661,0.14708603145235893
100,15000US060014042001,0.5404663923182441,0.038408779149519894,0.29218106995884774,0.0823045267489712,0.04663923182441701
101,15000US060014042002,0.7117903930131004,0.017467248908296942,0.188646288209607,0.01834061135371179,0.06375545851528384
102,15000US060014042003,0.4117647058823529,0.031904287138584245,0.39082751744765704,0.09371884346959122,0.07178464606181456
103,15000US060014043001,0.6528735632183909,0.06896551724137931,0.19080459770114944,0.059770114942528735,0.027586206896551724
104,15000US060014043002,0.5729794933655006,0.0,0.2882991556091677,0.09288299155609167,0.045838359469240045
105,15000US060014043003,0.6196377502383222,0.029551954242135366,0.26024785510009535,0.04861773117254528,0.04194470924690181
106,15000US060014044001,0.46098929117797044,0.022947475777664456,0.4579296277409485,0.03467618561958185,0.023457419683834777
107,15000US060014044002,0.4320066334991708,0.0538971807628524,0.2620232172470978,0.15671641791044777,0.09535655058043117
108,15000US060014044003,0.6641394996209249,0.015163002274450341,0.18043972706595907,0.11827141774071266,0.021986353297952996
109,15000US060014045011,0.6680080482897385,0.012743125419181758,0.22937625754527163,0.04493628437290409,0.04493628437290409
110,15000US060014045021,0.6466942148760331,0.03305785123966942,0.12603305785123967,0.19008264462809918,0.004132231404958678
111,15000US060014045022,0.6356107660455487,0.012422360248447204,0.11801242236024845,0.15734989648033126,0.07660455486542443
112,15000US060014045023,0.7179135209334249,0.008236101578586136,0.16266300617707619,0.07412491420727522,0.03706245710363761
113,15000US060014045024,0.5971223021582733,0.07717462393721386,0.15369522563767168,0.10202746893394375,0.06998037933289732
114,15000US060014046001,0.7348242811501597,0.03301384451544196,0.12566560170394037,0.08626198083067092,0.02023429179978701
115,15000US060014046002,0.6595365418894831,0.049910873440285206,0.1443850267379679,0.14616755793226383,0.0
116,15000US060014046003,0.5110294117647058,0.046875,0.24356617647058823,0.15257352941176472,0.04595588235294118
117,15000US060014046004,0.7168674698795181,0.013769363166953529,0.15748709122203097,0.08691910499139414,0.02495697074010327
118,15000US060014047001,0.5776081424936387,0.03307888040712468,0.23918575063613232,0.1005089058524173,0.04961832061068702
119,15000US060014047002,0.66738894907909,0.007583965330444204,0.18309859154929578,0.06608884073672806,0.07583965330444203
120,15000US060014048001,0.42436305732484075,0.021496815286624203,0.4156050955414013,0.12340764331210191,0.015127388535031847
121,15000US060014048002,0.4262626262626263,0.048484848484848485,0.2696969696969697,0.1898989898989899,0.06565656565656566
122,15000US060014049001,0.537525354969574,0.07099391480730223,0.20892494929006086,0.13184584178498987,0.05070993914807302
123,15000US060014049002,0.4236540158870256,0.02294792586054722,0.3389232127096205,0.16681376875551632,0.04766107678729038
124,15000US060014049003,0.35079365079365077,0.047619047619047616,0.3761904761904762,0.14761904761904762,0.07777777777777778
125,15000US060014049004,0.6439169139465876,0.024727992087042534,0.2205736894164194,0.08803165182987141,0.02274975272007913
126,15000US060014050001,0.5572916666666666,0.027777777777777776,0.2881944444444444,0.05555555555555555,0.07118055555555555
127,15000US060014050002,0.5764576457645765,0.0,0.2552255225522552,0.0847084708470847,0.08360836083608361
128,15000US060014050003,0.46810146041506534,0.05226748654880861,0.3389700230591852,0.10453497309761722,0.0361260568793236
129,15000US060014051001,0.6551724137931034,0.027298850574712645,0.20833333333333334,0.08045977011494253,0.028735632183908046
130,15000US060014051002,0.7038269550748752,0.0,0.19633943427620631,0.009983361064891847,0.08985024958402663
131,15000US060014051003,0.7676240208877284,0.0,0.17362924281984335,0.03655352480417755,0.022193211488250653
132,15000US060014051004,0.6569506726457399,0.03811659192825112,0.24439461883408073,0.06053811659192825,0.0
133,15000US060014051005,0.6219239373601789,0.020134228187919462,0.2539149888143177,0.08165548098434004,0.02237136465324385
134,15000US060014052001,0.4496587030716723,0.02901023890784983,0.3890784982935154,0.09044368600682594,0.041808873720136516
135,15000US060014052002,0.5133495145631068,0.04004854368932039,0.39441747572815533,0.038834951456310676,0.013349514563106795
136,15000US060014052003,0.40221088435374147,0.01445578231292517,0.44047619047619047,0.12159863945578231,0.021258503401360544
137,15000US060014052004,0.2906474820143885,0.04388489208633094,0.48201438848920863,0.14172661870503597,0.041726618705035974
138,15000US060014053011,0.37354497354497357,0.020634920634920634,0.4603174603174603,0.08306878306878307,0.06243386243386243
139,15000US060014053012,0.2982689747003995,0.03994673768308921,0.4620505992010652,0.15446071904127828,0.045272969374167776
140,15000US060014053021,0.23500810372771475,0.06888168557536467,0.4205834683954619,0.13695299837925445,0.1385737439222042
141,15000US060014053022,0.3790909090909091,0.01090909090909091,0.42818181818181816,0.12636363636363637,0.05545454545454546
142,15000US060014054011,0.24053030303030304,0.036616161616161616,0.5429292929292929,0.14393939393939395,0.03598484848484849
143,15000US060014054012,0.25690021231422505,0.10509554140127389,0.45010615711252655,0.07643312101910828,0.11146496815286625
144,15000US060014054013,0.44729064039408867,0.10246305418719212,0.30049261083743845,0.12216748768472907,0.027586206896551724
145,15000US060014054021,0.3762993762993763,0.10602910602910603,0.38115038115038113,0.06444906444906445,0.07207207207207207
146,15000US060014054022,0.2489451476793249,0.1080168776371308,0.4919831223628692,0.07763713080168777,0.07341772151898734
147,15000US060014055001,0.19069239500567536,0.08740068104426787,0.4801362088535755,0.14188422247446084,0.09988649262202043
148,15000US060014055002,0.3149931224209078,0.03576341127922971,0.5405777166437414,0.0453920220082531,0.06327372764786796
149,15000US060014055003,0.38918345705196183,0.027571580063626724,0.4814422057264051,0.05938494167550371,0.042417815482502653
150,15000US060014055004,0.3475991649269311,0.020876826722338204,0.4154488517745303,0.1440501043841336,0.0720250521920668
151,15000US060014056001,0.1864406779661017,0.06053268765133172,0.652542372881356,0.031476997578692496,0.06900726392251816
152,15000US060014056002,0.360310421286031,0.04434589800443459,0.41685144124168516,0.12195121951219512,0.0565410199556541
153,15000US060014056003,0.16809421841541755,0.014989293361884369,0.5770877944325482,0.20770877944325483,0.032119914346895075
154,15000US060014057001,0.22768974145120935,0.01834862385321101,0.6163469557964971,0.12427022518765637,0.013344453711426188
155,15000US060014057002,0.23084677419354838,0.09778225806451613,0.5987903225806451,0.05141129032258065,0.021169354838709676
156,15000US060014057003,0.25272331154684097,0.12962962962962962,0.4553376906318083,0.1579520697167756,0.004357298474945534
157,15000US060014058001,0.21179883945841393,0.12282398452611218,0.5377176015473888,0.06479690522243714,0.06286266924564797
158,15000US060014058002,0.31599607458292445,0.15701668302257116,0.43473994111874387,0.07556427870461237,0.016683022571148183
159,15000US060014058003,0.4217142857142857,0.038857142857142854,0.432,0.056,0.05142857142857143
160,15000US060014058004,0.3946360153256705,0.06513409961685823,0.43486590038314177,0.06321839080459771,0.0421455938697318
161,15000US060014059011,0.45398138572905894,0.12202688728024819,0.3650465356773526,0.0,0.05894519131334023
162,15000US060014059012,0.27537168713639304,0.10407239819004525,0.4951519069166128,0.06787330316742081,0.057530704589528116
163,15000US060014059013,0.3833145434047351,0.06200676437429538,0.5253664036076663,0.029312288613303268,0.0
164,15000US060014059021,0.3947157726180945,0.15612489991993594,0.400320256204964,0.014411529223378704,0.0344275420336269
165,15000US060014059022,0.33406593406593404,0.13846153846153847,0.40366300366300367,0.04908424908424908,0.07472527472527472
166,15000US060014060001,0.19518716577540107,0.06818181818181818,0.6109625668449198,0.09491978609625669,0.03074866310160428
167,15000US060014060002,0.23692307692307693,0.06153846153846154,0.4307692307692308,0.07692307692307693,0.19384615384615383
168,15000US060014060003,0.3994910941475827,0.012213740458015267,0.4020356234096692,0.09516539440203563,0.0910941475826972
169,15000US060014061001,0.0868421052631579,0.19298245614035087,0.5657894736842105,0.1,0.054385964912280704
170,15000US060014061002,0.14538310412573674,0.14538310412573674,0.5343811394891945,0.13359528487229863,0.0412573673870334
171,15000US060014061003,0.2881976212259835,0.03751143641354071,0.605672461116194,0.059469350411710885,0.009149130832570906
172,15000US060014061004,0.3326848249027237,0.04571984435797665,0.46400778210116733,0.1517509727626459,0.005836575875486381
173,15000US060014062011,0.44743589743589746,0.06666666666666667,0.3230769230769231,0.07307692307692308,0.08974358974358974
174,15000US060014062012,0.1411764705882353,0.15,0.5808823529411765,0.060294117647058824,0.06764705882352941
175,15000US060014062013,0.25066904549509367,0.19090098126672614,0.45405887600356826,0.07225691347011597,0.032114183764495985
176,15000US060014062014,0.3363994743758213,0.040735873850197106,0.5256241787122208,0.08935611038107753,0.00788436268068331
177,15000US060014062021,0.361997226074896,0.020804438280166437,0.5201109570041609,0.020804438280166437,0.07628294036061026
178,15000US060014062022,0.18679549114331723,0.15942028985507245,0.4919484702093398,0.1143317230273752,0.04750402576489533
179,15000US060014062023,0.2161520190023753,0.12885985748218529,0.5771971496437055,0.05463182897862233,0.02315914489311164
180,15000US060014063001,0.2766884531590414,0.0664488017429194,0.4891067538126362,0.09912854030501089,0.06862745098039216
181,15000US060014063002,0.45,0.11976744186046512,0.32558139534883723,0.08139534883720931,0.023255813953488372
182,15000US060014063003,0.19047619047619047,0.09404761904761905,0.5547619047619048,0.16071428571428573,0.0
183,15000US060014063004,0.3987341772151899,0.06487341772151899,0.44462025316455694,0.06487341772151899,0.02689873417721519
184,15000US060014064001,0.40308747855917665,0.07204116638078903,0.34476843910806176,0.09777015437392796,0.0823327615780446
185,15000US060014064002,0.27258566978193144,0.11370716510903427,0.3395638629283489,0.11838006230529595,0.1557632398753894
186,15000US060014065001,0.3168697883258499,0.07761385503527903,0.4490057729313663,0.12508017960230916,0.03143040410519564
187,15000US060014065002,0.33575129533678755,0.06321243523316063,0.44766839378238343,0.10362694300518134,0.049740932642487044
188,15000US060014065003,0.319672131147541,0.20784543325526933,0.36007025761124123,0.06381733021077284,0.04859484777517564
189,15000US060014065004,0.35094001790510293,0.08325872873769025,0.4700089525514772,0.08683974932855863,0.008952551477170993
190,15000US060014066011,0.2967914438502674,0.04946524064171123,0.5574866310160428,0.05748663101604278,0.03877005347593583
191,15000US060014066012,0.2933130699088146,0.07750759878419453,0.418693009118541,0.15881458966565348,0.05167173252279635
192,15000US060014066013,0.44083840432724813,0.027721433400946585,0.35361730899256255,0.06423258958755916,0.11359026369168357
193,15000US060014066014,0.24512534818941503,0.14484679665738162,0.3565459610027855,0.25348189415041783,0.0
194,15000US060014066021,0.35287846481876334,0.0511727078891258,0.39232409381663114,0.13326226012793177,0.07036247334754797
195,15000US060014066022,0.25848142164781907,0.08077544426494346,0.47576736672051695,0.14620355411954766,0.03877221324717286
196,15000US060014067001,0.6696428571428571,0.05357142857142857,0.18638392857142858,0.04017857142857143,0.05022321428571429
197,15000US060014067002,0.3724137931034483,0.034482758620689655,0.35172413793103446,0.17011494252873563,0.07126436781609195
198,15000US060014067003,0.3277027027027027,0.08614864864864864,0.42792792792792794,0.09797297297297297,0.06024774774774775
199,15000US060014067004,0.3643533123028391,0.04416403785488959,0.42586750788643535,0.12302839116719243,0.04258675078864353
200,15000US060014067005,0.4236111111111111,0.034722222222222224,0.4513888888888889,0.05787037037037037,0.032407407407407406
201,15000US060014068001,0.5086505190311419,0.015570934256055362,0.2508650519031142,0.17993079584775087,0.04498269896193772
202,15000US060014068002,0.3911764705882353,0.011764705882352941,0.4647058823529412,0.1,0.03235294117647059
203,15000US060014068003,0.4894932014833127,0.02595797280593325,0.26328800988875156,0.19406674907292953,0.027194066749072928
204,15000US060014068004,0.3734793187347932,0.0,0.5413625304136253,0.027980535279805353,0.057177615571776155
205,15000US060014069001,0.7107843137254902,0.0,0.09803921568627451,0.14950980392156862,0.041666666666666664
206,15000US060014069002,0.4707818930041152,0.050205761316872426,0.3893004115226337,0.07078189300411522,0.018930041152263374
207,15000US060014069003,0.25953259532595324,0.02952029520295203,0.5079950799507995,0.18880688806888068,0.014145141451414513
208,15000US060014070001,0.1778697001034126,0.03205791106514995,0.5698035160289555,0.18510858324715615,0.03516028955532575
209,15000US060014070002,0.3598425196850394,0.11653543307086614,0.3598425196850394,0.09685039370078741,0.06692913385826772
210,15000US060014070003,0.4881656804733728,0.023668639053254437,0.27366863905325445,0.19230769230769232,0.022189349112426034
211,15000US060014070004,0.2874354561101549,0.0774526678141136,0.47074010327022375,0.08089500860585198,0.08347676419965576
212,15000US060014070005,0.4529569892473118,0.043010752688172046,0.3682795698924731,0.07123655913978495,0.06451612903225806
213,15000US060014071011,0.35024449877750613,0.049511002444987774,0.5042787286063569,0.08068459657701711,0.015281173594132029
214,15000US060014071012,0.29863013698630136,0.06506849315068493,0.4541095890410959,0.09315068493150686,0.08904109589041095
215,15000US060014071021,0.3354519774011299,0.13771186440677965,0.4548022598870056,0.05508474576271186,0.01694915254237288
216,15000US060014071022,0.42105263157894735,0.09868421052631579,0.3131578947368421,0.14605263157894738,0.021052631578947368
217,15000US060014071023,0.4175257731958763,0.05154639175257732,0.41580756013745707,0.0859106529209622,0.029209621993127148
218,15000US060014071024,0.29553264604810997,0.14261168384879724,0.4896907216494845,0.03951890034364261,0.03264604810996564
219,15000US060014072001,0.34852118305355717,0.14068745003996802,0.40927258193445243,0.03996802557953637,0.06155075939248601
220,15000US060014072002,0.319366852886406,0.10335195530726257,0.5409683426443203,0.0223463687150838,0.013966480446927373
221,15000US060014072003,0.2184782608695652,0.04673913043478261,0.5293478260869565,0.06195652173913044,0.14347826086956522
222,15000US060014072004,0.2596685082872928,0.19186338523355098,0.47513812154696133,0.04168759417378202,0.03164239075841286
223,15000US060014073001,0.3803888419273035,0.09467455621301775,0.46830092983939137,0.04395604395604396,0.01267962806424345
224,15000US060014073002,0.22700587084148727,0.11643835616438356,0.5450097847358122,0.08806262230919765,0.023483365949119372
225,15000US060014074001,0.34133679428942243,0.10577547047371837,0.445165476963011,0.08890330953926022,0.01881894873458793
226,15000US060014074002,0.152014652014652,0.15384615384615385,0.5695970695970696,0.12454212454212454,0.0
227,15000US060014074003,0.36222509702457956,0.019404915912031046,0.5653298835705045,0.03363518758085381,0.019404915912031046
228,15000US060014075001,0.2070015220700152,0.0791476407914764,0.4855403348554033,0.1643835616438356,0.0639269406392694
229,15000US060014075002,0.3837270341207349,0.07611548556430446,0.4430446194225722,0.050918635170603674,0.046194225721784776
230,15000US060014075003,0.17190388170055454,0.09057301293900184,0.6229205175600739,0.10166358595194085,0.012939001848428836
231,15000US060014076001,0.3118856121537087,0.04647006255585344,0.3521000893655049,0.23771224307417338,0.05183199285075961
232,15000US060014076002,0.39053905390539057,0.0,0.46864686468646866,0.12981298129812982,0.011001100110011002
233,15000US060014076003,0.38762214983713356,0.019543973941368076,0.4169381107491857,0.09609120521172639,0.07980456026058631
234,15000US060014076004,0.46938775510204084,0.08229098090849243,0.3146807109940751,0.11586570111915734,0.017774851876234364
235,15000US060014076005,0.4426002766251729,0.13831258644536654,0.35131396957123096,0.03319502074688797,0.034578146611341634
236,15000US060014077001,0.36400651465798045,0.06351791530944625,0.32084690553745926,0.16775244299674266,0.08387622149837133
237,15000US060014077002,0.45649717514124294,0.011299435028248588,0.38305084745762713,0.1152542372881356,0.03389830508474576
238,15000US060014077003,0.508955223880597,0.020895522388059702,0.2865671641791045,0.12686567164179105,0.056716417910447764
239,15000US060014077004,0.4858757062146893,0.0635593220338983,0.346045197740113,0.08050847457627118,0.02401129943502825
240,15000US060014078001,0.0,0.010845986984815618,0.9457700650759219,0.04338394793926247,0.0
241,15000US060014078002,0.3813186813186813,0.03296703296703297,0.3659340659340659,0.17362637362637362,0.046153846153846156
242,15000US060014078003,0.33086053412462907,0.032640949554896145,0.4970326409495549,0.1394658753709199,0.0
243,15000US060014079001,0.4418604651162791,0.0872093023255814,0.22286821705426357,0.13372093023255813,0.11434108527131782
244,15000US060014079002,0.5144124168514412,0.03325942350332594,0.3203991130820399,0.08980044345898004,0.04212860310421286
245,15000US060014079003,0.4800389483933788,0.03602726387536514,0.37098344693281404,0.05842259006815969,0.054527750730282376
246,15000US060014080001,0.4482758620689655,0.046476761619190406,0.3523238380809595,0.12743628185907047,0.025487256371814093
247,15000US060014080002,0.456231884057971,0.01391304347826087,0.40695652173913044,0.08347826086956522,0.03942028985507246
248,15000US060014081001,0.6701846965699209,0.0,0.22515391380826738,0.06508355321020229,0.0395778364116095
249,15000US060014081002,0.4955017301038062,0.032525951557093424,0.3387543252595156,0.10934256055363321,0.02387543252595156
250,15000US060014081003,0.4601167315175097,0.13424124513618677,0.22957198443579765,0.09533073929961089,0.08073929961089495
251,15000US060014081004,0.48095238095238096,0.0,0.3047619047619048,0.16507936507936508,0.049206349206349205
252,15000US060014082001,0.3548644338118022,0.07655502392344497,0.47368421052631576,0.08931419457735247,0.005582137161084529
253,15000US060014082002,0.1657250470809793,0.08223477715003139,0.5524168236032643,0.1393596986817326,0.060263653483992465
254,15000US060014082003,0.27586206896551724,0.05379310344827586,0.3986206896551724,0.23724137931034484,0.034482758620689655
255,15000US060014083001,0.2412280701754386,0.06578947368421052,0.4451754385964912,0.19956140350877194,0.04824561403508772
256,15000US060014083002,0.3779697624190065,0.035637149028077755,0.4427645788336933,0.12311015118790497,0.020518358531317494
257,15000US060014083003,0.38717339667458434,0.04513064133016627,0.3159144893111639,0.16983372921615203,0.08194774346793349
