,Median Income
4159,69286.0
4160,109813.0
4161,57143.0
4162,54226.0
4163,38500.0
4164,106364.0
4165,81790.0
4166,37482.0
4167,69167.0
4168,
4169,45938.0
4170,56023.0
4171,30212.0
4172,73750.0
4173,42121.0
4174,47069.0
4175,50766.0
4176,40880.0
4177,48802.0
4178,47011.0
4179,78438.0
4180,81063.0
4181,34167.0
4182,88333.0
4183,78571.0
4184,68879.0
4185,69125.0
4186,73511.0
4187,34522.0
4188,38902.0
4189,68750.0
4190,59926.0
4191,32039.0
4192,68393.0
4193,76797.0
4194,39826.0
4195,76842.0
4196,64464.0
4197,59625.0
4198,88438.0
4199,61940.0
4200,61563.0
4201,91136.0
4202,103750.0
4203,73707.0
4204,66471.0
4205,88594.0
4206,72000.0
4207,93750.0
4208,51799.0
4209,95000.0
4210,105313.0
4211,46071.0
4212,83542.0
4213,35478.0
4214,70595.0
4215,104583.0
4216,96000.0
4217,115352.0
4218,141542.0
4219,54919.0
4220,129271.0
4221,142000.0
4222,41840.0
4223,34922.0
4224,41848.0
4225,34253.0
4226,29559.0
4227,50938.0
4228,80595.0
4229,50964.0
4230,61806.0
4231,78750.0
4232,61222.0
4233,43594.0
4234,72171.0
4235,51319.0
4236,48152.0
4237,89236.0
4238,99635.0
4239,51652.0
4240,40205.0
4241,115000.0
4242,77500.0
4243,94331.0
4244,85125.0
4245,101094.0
4246,86513.0
4247,118750.0
4248,67130.0
4249,72337.0
4250,61824.0
4251,28400.0
4252,87917.0
4253,114250.0
4254,86906.0
4255,128646.0
4256,110909.0
4257,73534.0
4258,71319.0
4259,110461.0
4260,125781.0
4261,102500.0
4262,184079.0
4263,78750.0
4264,123224.0
4265,63346.0
4266,73555.0
4267,98750.0
4268,68000.0
4269,70497.0
4270,63372.0
4271,74375.0
4272,142708.0
4273,107750.0
4274,137321.0
4275,96250.0
4276,118571.0
4277,94327.0
4278,73529.0
4279,115341.0
4280,95711.0
4281,80598.0
4282,66694.0
4283,50518.0
4284,93646.0
4285,110435.0
4286,167917.0
4287,106250.0
4288,104471.0
4289,116027.0
4290,69417.0
4291,82279.0
4292,71844.0
4293,72946.0
4294,113042.0
4295,61274.0
4296,70984.0
4297,136705.0
4298,95341.0
4299,66458.0
4300,41223.0
4301,47946.0
4302,51902.0
4303,42043.0
4304,79545.0
4305,54289.0
4306,92600.0
4307,86053.0
4308,119500.0
4309,58167.0
4310,103558.0
4311,59630.0
4312,48382.0
4313,52989.0
4314,37404.0
4315,87730.0
4316,65921.0
4317,155313.0
4318,137148.0
4319,122817.0
4320,159531.0
4321,111417.0
4322,150132.0
4323,156136.0
4324,250001.0
4325,132292.0
4326,124000.0
4327,146500.0
4328,139500.0
4329,100444.0
4330,68740.0
4331,89722.0
4332,90766.0
4333,75625.0
4334,50324.0
4335,64444.0
4336,
4337,72757.0
4338,65481.0
4339,71667.0
4340,85750.0
4341,90819.0
4342,62649.0
4343,80469.0
4344,48715.0
4345,53016.0
4346,119280.0
4347,105241.0
4348,180833.0
4349,169792.0
4350,166364.0
4351,139506.0
4352,179896.0
4353,195278.0
4354,124792.0
4355,117188.0
4356,89563.0
4357,93388.0
4358,70600.0
4359,76053.0
4360,77539.0
4361,181058.0
4362,44180.0
4363,92917.0
4364,87028.0
4365,99299.0
4366,73003.0
4367,79211.0
4368,107526.0
4369,121068.0
4370,116250.0
4371,76324.0
4372,82135.0
4373,69276.0
4374,101579.0
4375,101741.0
4376,65432.0
4377,65588.0
4378,61567.0
4379,71161.0
4380,134306.0
4381,100368.0
4382,82443.0
4383,176420.0
4384,134659.0
4385,216651.0
4386,186667.0
4387,89044.0
4388,103235.0
4389,193906.0
4390,80333.0
4391,63201.0
4392,129063.0
4393,90903.0
4394,146016.0
4395,78699.0
4396,85134.0
4397,105729.0
4398,73659.0
4399,63125.0
4400,53527.0
4401,98295.0
4402,80948.0
4403,100938.0
4404,65000.0
4405,72708.0
4406,34188.0
4407,56027.0
4408,95536.0
4409,47976.0
4410,51452.0
4411,62917.0
4412,52831.0
4413,52721.0
4414,50179.0
4415,60536.0
4416,47222.0
4417,43344.0
4418,45526.0
4419,99333.0
4420,75375.0
4421,72955.0
4422,59464.0
4423,52059.0
4424,59286.0
4425,68125.0
4426,47461.0
4427,64125.0
4428,61167.0
4429,70987.0
4430,33800.0
4431,36023.0
4432,74057.0
4433,32813.0
4434,51293.0
4435,41150.0
4436,55313.0
4437,38056.0
4438,38077.0
4439,56984.0
4440,41786.0
4441,35000.0
4442,31034.0
4443,26083.0
4444,36500.0
4445,123263.0
4446,46654.0
4447,125134.0
4448,89922.0
4449,60750.0
4450,55536.0
4451,34054.0
4452,47115.0
4453,54563.0
4454,75341.0
4455,80446.0
4456,36964.0
4457,55263.0
4458,52143.0
4459,26848.0
4460,57500.0
4461,71394.0
4462,64875.0
4463,92083.0
4464,45921.0
4465,92396.0
4466,57159.0
4467,79028.0
4468,39647.0
4469,62353.0
4470,31327.0
4471,32432.0
4472,56750.0
4473,70639.0
4474,46964.0
4475,35250.0
4476,26488.0
4477,51042.0
4478,48594.0
4479,46765.0
4480,41000.0
4481,51522.0
4482,80370.0
4483,45625.0
4484,52667.0
4485,45769.0
4486,44583.0
4487,92257.0
4488,88359.0
4489,64545.0
4490,54722.0
4491,55800.0
4492,66571.0
4493,60417.0
4494,70156.0
4495,95069.0
4496,151719.0
4497,62679.0
4498,80735.0
4499,87659.0
4500,81845.0
4501,61106.0
4502,55972.0
4503,71250.0
4504,81711.0
4505,73917.0
4506,60417.0
4507,26429.0
4508,44479.0
4509,130833.0
4510,63077.0
4511,74167.0
4512,216667.0
4513,161458.0
4514,103750.0
4515,145313.0
4516,143750.0
4517,82639.0
4518,63208.0
4519,50542.0
4520,41902.0
4521,70132.0
4522,160085.0
4523,112404.0
4524,80125.0
4525,53906.0
4526,71958.0
4527,57072.0
4528,
4529,49844.0
4530,31378.0
4531,81350.0
4532,49487.0
4533,47150.0
4534,41427.0
4535,73458.0
4536,49837.0
4537,53531.0
4538,32596.0
4539,48506.0
4540,16533.0
4541,35645.0
4542,31641.0
4543,30104.0
4544,33934.0
4545,41645.0
4546,42871.0
4547,40694.0
4548,41612.0
4549,29564.0
4550,24648.0
4551,31354.0
4552,31513.0
4553,27440.0
4554,14437.0
4555,45500.0
4556,52016.0
4557,23807.0
4558,18906.0
4559,23514.0
4560,66667.0
4561,30365.0
4562,30125.0
4563,32113.0
4564,40893.0
4565,41618.0
4566,25125.0
4567,18634.0
4568,48681.0
4569,33349.0
4570,76293.0
4571,21845.0
4572,22446.0
4573,36863.0
4574,26516.0
4575,31411.0
4576,40617.0
4577,27219.0
4578,41125.0
4579,32270.0
4580,47679.0
4581,32300.0
4582,36736.0
4583,46339.0
4584,25595.0
4585,34336.0
4586,32679.0
4587,61932.0
4588,45817.0
4589,40489.0
4590,36635.0
4591,29375.0
4592,36625.0
4593,26729.0
4594,20345.0
4595,35691.0
4596,30611.0
4597,20995.0
4598,26635.0
4599,51106.0
4600,42300.0
4601,77143.0
4602,28169.0
4603,59330.0
4604,53060.0
4605,49263.0
4606,90526.0
4607,84464.0
4608,63092.0
4609,58426.0
4610,84274.0
4611,106750.0
4612,94500.0
4613,55197.0
4614,120625.0
4615,102266.0
4616,61406.0
4617,47313.0
4618,124722.0
4619,110179.0
4620,61875.0
4621,50848.0
4622,54306.0
4623,39570.0
4624,36732.0
4625,29978.0
4626,30820.0
4627,25179.0
4628,28333.0
4629,31790.0
4630,31202.0
4631,45714.0
4632,18750.0
4633,80906.0
4634,122083.0
4635,100486.0
4636,145446.0
4637,109181.0
4638,129479.0
4639,184875.0
4640,
4641,186940.0
4642,69792.0
4643,92760.0
4644,84250.0
4645,74236.0
4646,93088.0
4647,75938.0
4648,115000.0
4649,114018.0
4650,95663.0
4651,146848.0
4652,142917.0
4653,61542.0
4654,78906.0
4655,125776.0
4656,102188.0
4657,92159.0
4658,68056.0
4659,66389.0
4660,67269.0
4661,172813.0
4662,55395.0
4663,83854.0
4664,90694.0
4665,75369.0
4666,43700.0
4667,105638.0
4668,83355.0
4669,43125.0
4670,47583.0
4671,90833.0
4672,69821.0
4673,57125.0
4674,39833.0
4675,39521.0
4676,38897.0
4677,60250.0
4678,40817.0
4679,44554.0
4680,48750.0
4681,65380.0
4682,51923.0
4683,50417.0
4684,51899.0
4685,52933.0
4686,85395.0
4687,50929.0
4688,36125.0
4689,48778.0
4690,46000.0
4691,57083.0
4692,70855.0
4693,50885.0
4694,60855.0
4695,101438.0
4696,91875.0
4697,85500.0
4698,44934.0
4699,46071.0
4700,54073.0
4701,71573.0
4702,79432.0
4703,59550.0
4704,51023.0
4705,32857.0
4706,29010.0
4707,30529.0
4708,43542.0
4709,48636.0
4710,35588.0
4711,57625.0
4712,41806.0
4713,29643.0
4714,23750.0
4715,32825.0
4716,34900.0
4717,45156.0
4718,57917.0
4719,69792.0
4720,41354.0
4721,43304.0
4722,28719.0
4723,40568.0
4724,38750.0
4725,21987.0
4726,25000.0
4727,35417.0
4728,26173.0
4729,20682.0
4730,29750.0
4731,35000.0
4732,53854.0
4733,36042.0
4734,45750.0
4735,27324.0
4736,49007.0
4737,51042.0
4738,40601.0
4739,44302.0
4740,40458.0
4741,65658.0
4742,88750.0
4743,36823.0
4744,57125.0
4745,41845.0
4746,47895.0
4747,55729.0
4748,56167.0
4749,48333.0
4750,25374.0
4751,55972.0
4752,45223.0
4753,38417.0
4754,32798.0
4755,42045.0
4756,59013.0
4757,45500.0
4758,77697.0
4759,70278.0
4760,75625.0
4761,46510.0
4762,41121.0
4763,36685.0
4764,34236.0
4765,16760.0
4766,40958.0
4767,24549.0
4768,31118.0
4769,48393.0
4770,31080.0
4771,27955.0
4772,31364.0
4773,31957.0
4774,32885.0
4775,41964.0
4776,33750.0
4777,29103.0
4778,29500.0
4779,26173.0
4780,25781.0
4781,48229.0
4782,34773.0
4783,53261.0
4784,36518.0
4785,46111.0
4786,62426.0
4787,35208.0
4788,
4789,51146.0
4790,37356.0
4791,38713.0
4792,31250.0
4793,25536.0
4794,15395.0
4795,35955.0
4796,38542.0
4797,26121.0
4798,45850.0
4799,22330.0
4800,19397.0
4801,34293.0
4802,37333.0
4803,29896.0
4804,35882.0
4805,51964.0
4806,51550.0
4807,37731.0
4808,36923.0
4809,40096.0
4810,37679.0
4811,45893.0
4812,37788.0
4813,34868.0
4814,47955.0
4815,41344.0
4816,25706.0
4817,33229.0
4818,28860.0
4819,12276.0
4820,76250.0
4821,88707.0
4822,55156.0
4823,
4824,25147.0
4825,38275.0
4826,21700.0
4827,11125.0
4828,22813.0
4829,8960.0
4830,10687.0
4831,10947.0
4832,36272.0
4833,18641.0
4834,33750.0
4835,20938.0
4836,11704.0
4837,47931.0
4838,43967.0
4839,35373.0
4840,
4841,63617.0
4842,15350.0
4843,69271.0
4844,83897.0
4845,70339.0
4846,42007.0
4847,30225.0
4848,36111.0
4849,40347.0
4850,
4851,57284.0
4852,29917.0
4853,24600.0
4854,26159.0
4855,32778.0
4856,39250.0
4857,51397.0
4858,65313.0
4859,36737.0
4860,23333.0
4861,30244.0
4862,41653.0
4863,37083.0
4864,31250.0
4865,37120.0
4866,37434.0
4867,45479.0
4868,22098.0
4869,28092.0
4870,22000.0
4871,32386.0
4872,38305.0
4873,14915.0
4874,33355.0
4875,26750.0
4876,35579.0
4877,23833.0
4878,15905.0
4879,22780.0
4880,23630.0
4881,18146.0
4882,24825.0
4883,19887.0
4884,37548.0
4885,20057.0
4886,36797.0
4887,20407.0
4888,20266.0
4889,23415.0
4890,28011.0
4891,17361.0
4892,17245.0
4893,24375.0
4894,29833.0
4895,18257.0
4896,30982.0
4897,30598.0
4898,27833.0
4899,25526.0
4900,17121.0
4901,27800.0
4902,29353.0
4903,18828.0
4904,250001.0
4905,147778.0
4906,232500.0
4907,
4908,151648.0
4909,64028.0
4910,38824.0
4911,40946.0
4912,34748.0
4913,58438.0
4914,43293.0
4915,46563.0
4916,44640.0
4917,38313.0
4918,40394.0
4919,33261.0
4920,34464.0
4921,31514.0
4922,33625.0
4923,29293.0
4924,36207.0
4925,50221.0
4926,31578.0
4927,60577.0
4928,51382.0
4929,43869.0
4930,250001.0
4931,50216.0
4932,142875.0
4933,67794.0
4934,31615.0
4935,44609.0
4936,31976.0
4937,37200.0
4938,36132.0
4939,40801.0
4940,44167.0
4941,39167.0
4942,30023.0
4943,40474.0
4944,43158.0
4945,37026.0
4946,41518.0
4947,35086.0
4948,49737.0
4949,36061.0
4950,42303.0
4951,43523.0
4952,17375.0
4953,33585.0
4954,35610.0
4955,31336.0
4956,23622.0
4957,20491.0
4958,26129.0
4959,24315.0
4960,29038.0
4961,26005.0
4962,32941.0
4963,38750.0
4964,30649.0
4965,48478.0
4966,34375.0
4967,26818.0
4968,42422.0
4969,36108.0
4970,40625.0
4971,39939.0
4972,47679.0
4973,33393.0
4974,32656.0
4975,35096.0
4976,43672.0
4977,73542.0
4978,60179.0
4979,87639.0
4980,41250.0
4981,63269.0
4982,46250.0
4983,46462.0
4984,31563.0
4985,33835.0
4986,52708.0
4987,32153.0
4988,26122.0
4989,21346.0
4990,37525.0
4991,32176.0
4992,47867.0
4993,29762.0
4994,27054.0
4995,29500.0
4996,25417.0
4997,33326.0
4998,33088.0
4999,37148.0
5000,31862.0
5001,73581.0
5002,104113.0
5003,
5004,72589.0
5005,96806.0
5006,129315.0
5007,85588.0
5008,96944.0
5009,67823.0
5010,67061.0
5011,66280.0
5012,77931.0
5013,150985.0
5014,87422.0
5015,74318.0
5016,71875.0
5017,74038.0
5018,65089.0
5019,85333.0
5020,76583.0
5021,58519.0
5022,90260.0
5023,60156.0
5024,100588.0
5025,91250.0
5026,83194.0
5027,100000.0
5028,95909.0
5029,73092.0
5030,104265.0
5031,64215.0
5032,54072.0
5033,68125.0
5034,86250.0
5035,62522.0
5036,34625.0
5037,41393.0
5038,68571.0
5039,148333.0
5040,88229.0
5041,78906.0
5042,
5043,88676.0
5044,
5045,74063.0
5046,80625.0
5047,76447.0
5048,73750.0
5049,97054.0
5050,169069.0
5051,61375.0
5052,45986.0
5053,88935.0
5054,49444.0
5055,59583.0
5056,82500.0
5057,74250.0
5058,110114.0
5059,85278.0
5060,77372.0
5061,63846.0
5062,51469.0
5063,102000.0
5064,50531.0
5065,80863.0
5066,
5067,121548.0
5068,60294.0
5069,66103.0
5070,73500.0
5071,54611.0
5072,71321.0
5073,43955.0
5074,62188.0
5075,55404.0
5076,61757.0
5077,81094.0
5078,31420.0
5079,26250.0
5080,83500.0
5081,63906.0
5082,47602.0
5083,38771.0
5084,32585.0
5085,51042.0
5086,30536.0
5087,31875.0
5088,53712.0
5089,20379.0
5090,67115.0
5091,36992.0
5092,
5093,32798.0
5094,
5095,55403.0
5096,50281.0
5097,40855.0
5098,39200.0
5099,32120.0
5100,36750.0
5101,30000.0
5102,32500.0
5103,46250.0
5104,48688.0
5105,42778.0
5106,53813.0
5107,44259.0
5108,58409.0
5109,40167.0
5110,30583.0
5111,47000.0
5112,45625.0
5113,39706.0
5114,33229.0
5115,29405.0
5116,49762.0
5117,49427.0
5118,50400.0
5119,35625.0
5120,46023.0
5121,27895.0
5122,25541.0
5123,38239.0
5124,48472.0
5125,70403.0
5126,52500.0
5127,36458.0
5128,47564.0
5129,20417.0
5130,26579.0
5131,37426.0
5132,32984.0
5133,22260.0
5134,32083.0
5135,33967.0
5136,52143.0
5137,46875.0
5138,46968.0
5139,44255.0
5140,47283.0
5141,
5142,20800.0
5143,50689.0
5144,
5145,31477.0
5146,27202.0
5147,30529.0
5148,30050.0
5149,35375.0
5150,36324.0
5151,36071.0
5152,31008.0
5153,40991.0
5154,32813.0
5155,36928.0
5156,31726.0
5157,25625.0
5158,40556.0
5159,41094.0
5160,33214.0
5161,19977.0
5162,20268.0
5163,39821.0
5164,31348.0
5165,35781.0
5166,23657.0
5167,53500.0
5168,27059.0
5169,23258.0
5170,34167.0
5171,38750.0
5172,27794.0
5173,27656.0
5174,10018.0
5175,28553.0
5176,14349.0
5177,9167.0
5178,20385.0
5179,37708.0
5180,59545.0
5181,38935.0
5182,44318.0
5183,66761.0
5184,37206.0
5185,23945.0
5186,43036.0
5187,46324.0
5188,34286.0
5189,33875.0
5190,29318.0
5191,34786.0
5192,34844.0
5193,25795.0
5194,27431.0
5195,24688.0
5196,6875.0
5197,18660.0
5198,22014.0
5199,20962.0
5200,28482.0
5201,22279.0
5202,27273.0
5203,24839.0
5204,32963.0
5205,24948.0
5206,41447.0
5207,21318.0
5208,31051.0
5209,30893.0
5210,13208.0
5211,41793.0
5212,19597.0
5213,8750.0
5214,11534.0
5215,10707.0
5216,39375.0
5217,25625.0
5218,46050.0
5219,10859.0
5220,33750.0
5221,38000.0
5222,31188.0
5223,27969.0
5224,28030.0
5225,31486.0
5226,40893.0
5227,33365.0
5228,24844.0
5229,30888.0
5230,45000.0
5231,44643.0
5232,27009.0
5233,43194.0
5234,42955.0
5235,46535.0
5236,30486.0
5237,30333.0
5238,28953.0
5239,30313.0
5240,34226.0
5241,38611.0
5242,33333.0
5243,31758.0
5244,43500.0
5245,23229.0
5246,28913.0
5247,18750.0
5248,41339.0
5249,29444.0
5250,35123.0
5251,22321.0
5252,30042.0
5253,30156.0
5254,30427.0
5255,28750.0
5256,32455.0
5257,33646.0
5258,23510.0
5259,30982.0
5260,44531.0
5261,37027.0
5262,22463.0
5263,
5264,
5265,36731.0
5266,38089.0
5267,20148.0
5268,11393.0
5269,38988.0
5270,44091.0
5271,16731.0
5272,33205.0
5273,26406.0
5274,25809.0
5275,36250.0
5276,25394.0
5277,25703.0
5278,32770.0
5279,29861.0
5280,23523.0
5281,
5282,29853.0
5283,25945.0
5284,25972.0
5285,21800.0
5286,30417.0
5287,20060.0
5288,
5289,40156.0
5290,53362.0
5291,34088.0
5292,30000.0
5293,46302.0
5294,45423.0
5295,47625.0
5296,47647.0
5297,11909.0
5298,22778.0
5299,47019.0
5300,41394.0
5301,40247.0
5302,17153.0
5303,19779.0
5304,21528.0
5305,31750.0
5306,17348.0
5307,37375.0
5308,
5309,25375.0
5310,30000.0
5311,24604.0
5312,26975.0
5313,25625.0
5314,24886.0
5315,25652.0
5316,36310.0
5317,27931.0
5318,26023.0
5319,22424.0
5320,39423.0
5321,39120.0
5322,49038.0
5323,31506.0
5324,38015.0
5325,36071.0
5326,35547.0
5327,32083.0
5328,33250.0
5329,39602.0
5330,42045.0
5331,35444.0
5332,16927.0
5333,28415.0
5334,27986.0
5335,25956.0
5336,25319.0
5337,31346.0
5338,35969.0
5339,30441.0
5340,29375.0
5341,53421.0
5342,91875.0
5343,89375.0
5344,56250.0
5345,34813.0
5346,46667.0
5347,38875.0
5348,61350.0
5349,32016.0
5350,32764.0
5351,40025.0
5352,45761.0
5353,38203.0
5354,36250.0
5355,
5356,50682.0
5357,24044.0
5358,15602.0
5359,24125.0
5360,50208.0
5361,55682.0
5362,51992.0
5363,32375.0
5364,21500.0
5365,24858.0
5366,51923.0
5367,57647.0
5368,
5369,42031.0
5370,17183.0
5371,16324.0
5372,22102.0
5373,38542.0
5374,21167.0
5375,69481.0
5376,55729.0
5377,63929.0
5378,95000.0
5379,32446.0
5380,52917.0
5381,43571.0
5382,17269.0
5383,25982.0
5384,57784.0
5385,78140.0
5386,123947.0
5387,65500.0
5388,54250.0
5389,12118.0
5390,
5391,21500.0
5392,14537.0
5393,
5394,28686.0
5395,23904.0
5396,36711.0
5397,30610.0
5398,26156.0
5399,21439.0
5400,27188.0
5401,39375.0
5402,76023.0
5403,61524.0
5404,24896.0
5405,
5406,41250.0
5407,29375.0
5408,20417.0
5409,27344.0
5410,29426.0
5411,39950.0
5412,46917.0
5413,22734.0
5414,
5415,32941.0
5416,37092.0
5417,40039.0
5418,19620.0
5419,51114.0
5420,31157.0
5421,43795.0
5422,25804.0
5423,55536.0
5424,31402.0
5425,22454.0
5426,30673.0
5427,35391.0
5428,40903.0
5429,25074.0
5430,22132.0
5431,53029.0
5432,20357.0
5433,43015.0
5434,18250.0
5435,25238.0
5436,25232.0
5437,24583.0
5438,24625.0
5439,43068.0
5440,45272.0
5441,
5442,37132.0
5443,42083.0
5444,29464.0
5445,75188.0
5446,40556.0
5447,
5448,
5449,
5450,42277.0
5451,39421.0
5452,100201.0
5453,31875.0
5454,33661.0
5455,55060.0
5456,52500.0
5457,52079.0
5458,25435.0
5459,51148.0
5460,44598.0
5461,28309.0
5462,22696.0
5463,21602.0
5464,32008.0
5465,24196.0
5466,42237.0
5467,37647.0
5468,64500.0
5469,95982.0
5470,32151.0
5471,
5472,31458.0
5473,40172.0
5474,25513.0
5475,30329.0
5476,39050.0
5477,34167.0
5478,25083.0
5479,41731.0
5480,34148.0
5481,37273.0
5482,31591.0
5483,19659.0
5484,27426.0
5485,39412.0
5486,22132.0
5487,22122.0
5488,36719.0
5489,33281.0
5490,36121.0
5491,32611.0
5492,25163.0
5493,32560.0
5494,25610.0
5495,25294.0
5496,34167.0
5497,31648.0
5498,26354.0
5499,35250.0
5500,28500.0
5501,25481.0
5502,38750.0
5503,25952.0
5504,47807.0
5505,32045.0
5506,31776.0
5507,20769.0
5508,31938.0
5509,38102.0
5510,34111.0
5511,43646.0
5512,18092.0
5513,31307.0
5514,26042.0
5515,31800.0
5516,25985.0
5517,23892.0
5518,42472.0
5519,32000.0
5520,35313.0
5521,21588.0
5522,34375.0
5523,33750.0
5524,31563.0
5525,34792.0
5526,36611.0
5527,21563.0
5528,30938.0
5529,44205.0
5530,30625.0
5531,25455.0
5532,36552.0
5533,24632.0
5534,62500.0
5535,46029.0
5536,36471.0
5537,40750.0
5538,38625.0
5539,32554.0
5540,39167.0
5541,30804.0
5542,35898.0
5543,56053.0
5544,
5545,34205.0
5546,40150.0
5547,48359.0
5548,28068.0
5549,41250.0
5550,36863.0
5551,39688.0
5552,37583.0
5553,30682.0
5554,21941.0
5555,29722.0
5556,18906.0
5557,45000.0
5558,44038.0
5559,48239.0
5560,
5561,44712.0
5562,31806.0
5563,21648.0
5564,43661.0
5565,26813.0
5566,30893.0
5567,30625.0
5568,23594.0
5569,39821.0
5570,27813.0
5571,34607.0
5572,23125.0
5573,14728.0
5574,40781.0
5575,26691.0
5576,26518.0
5577,29643.0
5578,28125.0
5579,
5580,33784.0
5581,31563.0
5582,11281.0
5583,13491.0
5584,40278.0
5585,36638.0
5586,
5587,30583.0
5588,
5589,47981.0
5590,48239.0
5591,32708.0
5592,33412.0
5593,32326.0
5594,15388.0
5595,13914.0
5596,129871.0
5597,232024.0
5598,104911.0
5599,168707.0
5600,153750.0
5601,160655.0
5602,206607.0
5603,216823.0
5604,154773.0
5605,203000.0
5606,168750.0
5607,212083.0
5608,155156.0
5609,160132.0
5610,186071.0
5611,250001.0
5612,171600.0
5613,250001.0
5614,237083.0
5615,152500.0
5616,165556.0
5617,179659.0
5618,191625.0
5619,160486.0
5620,250001.0
5621,134417.0
5622,144375.0
5623,100461.0
5624,87750.0
5625,250001.0
5626,250001.0
5627,241417.0
5628,173625.0
5629,206797.0
5630,250001.0
5631,132094.0
5632,237969.0
5633,95242.0
5634,86944.0
5635,70729.0
5636,96068.0
5637,84048.0
5638,85568.0
5639,75481.0
5640,129787.0
5641,77000.0
5642,153500.0
5643,108030.0
5644,
5645,66016.0
5646,
5647,34764.0
5648,93551.0
5649,
5650,12279.0
5651,15750.0
5652,14563.0
5653,30066.0
5654,26071.0
5655,238750.0
5656,100417.0
5657,166750.0
5658,162361.0
5659,42414.0
5660,
5661,87266.0
5662,150795.0
5663,74977.0
5664,112292.0
5665,73017.0
5666,134489.0
5667,104524.0
5668,105083.0
5669,92308.0
5670,72025.0
5671,72417.0
5672,96849.0
5673,93333.0
5674,167578.0
5675,70000.0
5676,86375.0
5677,95179.0
5678,33173.0
5679,63019.0
5680,78636.0
5681,64696.0
5682,80990.0
5683,63462.0
5684,70571.0
5685,63426.0
5686,72994.0
5687,66154.0
5688,66111.0
5689,68571.0
5690,90580.0
5691,84702.0
5692,49782.0
5693,64500.0
5694,84557.0
5695,81042.0
5696,116964.0
5697,70556.0
5698,177059.0
5699,88625.0
5700,130469.0
5701,105588.0
5702,118750.0
5703,250001.0
5704,232143.0
5705,90288.0
5706,118378.0
5707,81723.0
5708,113981.0
5709,46875.0
5710,81912.0
5711,51313.0
5712,195250.0
5713,154042.0
5714,133571.0
5715,139722.0
5716,172875.0
5717,126964.0
5718,138571.0
5719,207143.0
5720,160625.0
5721,24943.0
5722,30114.0
5723,46532.0
5724,55368.0
5725,52926.0
5726,79732.0
5727,50972.0
5728,64297.0
5729,105227.0
5730,75714.0
5731,48906.0
5732,58125.0
5733,56908.0
5734,57851.0
5735,60833.0
5736,73958.0
5737,57723.0
5738,70952.0
5739,57432.0
5740,50441.0
5741,51750.0
5742,48618.0
5743,56098.0
5744,
5745,52589.0
5746,65000.0
5747,71250.0
5748,64583.0
5749,96429.0
5750,116795.0
5751,70000.0
5752,77917.0
5753,42179.0
5754,72891.0
5755,
5756,94453.0
5757,63529.0
5758,90778.0
5759,96316.0
5760,123750.0
5761,94637.0
5762,86250.0
5763,142292.0
5764,77722.0
5765,74958.0
5766,80714.0
5767,137857.0
5768,43563.0
5769,81250.0
5770,128810.0
5771,82577.0
5772,61417.0
5773,76719.0
5774,45464.0
5775,53977.0
5776,65737.0
5777,47097.0
5778,60046.0
5779,60601.0
5780,64422.0
5781,50366.0
5782,76250.0
5783,100352.0
5784,54408.0
5785,105000.0
5786,121050.0
5787,52257.0
5788,102321.0
5789,61400.0
5790,78750.0
5791,84607.0
5792,83700.0
5793,61723.0
5794,54489.0
5795,70729.0
5796,61219.0
5797,67478.0
5798,60694.0
5799,52778.0
5800,47708.0
5801,55172.0
5802,132292.0
5803,161000.0
5804,108542.0
5805,100917.0
5806,47961.0
5807,84130.0
5808,93750.0
5809,51250.0
5810,
5811,88640.0
5812,
5813,
5814,39531.0
5815,35645.0
5816,46500.0
5817,40833.0
5818,72396.0
5819,81875.0
5820,102656.0
5821,86250.0
5822,114125.0
5823,204038.0
5824,106058.0
5825,78567.0
5826,93833.0
5827,88438.0
5828,116083.0
5829,78750.0
5830,85982.0
5831,97579.0
5832,95268.0
5833,132115.0
5834,135250.0
5835,103571.0
5836,129492.0
5837,
5838,170078.0
5839,150048.0
5840,88068.0
5841,65398.0
5842,39901.0
5843,46767.0
5844,55125.0
5845,40809.0
5846,73523.0
5847,62974.0
5848,85234.0
5849,102034.0
5850,73214.0
5851,90703.0
5852,51513.0
5853,114318.0
5854,70833.0
5855,132878.0
5856,50750.0
5857,75288.0
5858,83542.0
5859,26066.0
5860,106587.0
5861,59200.0
5862,81375.0
5863,81429.0
5864,118021.0
5865,114338.0
5866,97426.0
5867,102981.0
5868,127708.0
5869,60022.0
5870,68542.0
5871,88212.0
5872,250001.0
5873,128250.0
5874,70682.0
5875,73094.0
5876,119531.0
5877,83250.0
5878,82917.0
5879,196094.0
5880,
5881,72688.0
5882,115868.0
5883,73131.0
5884,74167.0
5885,60843.0
5886,75909.0
5887,137102.0
5888,
5889,126339.0
5890,141375.0
5891,161667.0
5892,84306.0
5893,147125.0
5894,83542.0
5895,58688.0
5896,
5897,36467.0
5898,37563.0
5899,71250.0
5900,79266.0
5901,127969.0
5902,108472.0
5903,170000.0
5904,33977.0
5905,40288.0
5906,39830.0
5907,64414.0
5908,34293.0
5909,52667.0
5910,59375.0
5911,60980.0
5912,37578.0
5913,39750.0
5914,61507.0
5915,24868.0
5916,93125.0
5917,55125.0
5918,54531.0
5919,50323.0
5920,31875.0
5921,36042.0
5922,76250.0
5923,59583.0
5924,54358.0
5925,46426.0
5926,36354.0
5927,42817.0
5928,34235.0
5929,76543.0
5930,91250.0
5931,44034.0
5932,42989.0
