,Median Income
9067,56379.0
9068,43013.0
9069,43241.0
9070,66250.0
9071,32917.0
9072,67097.0
9073,44167.0
9074,92031.0
9075,39643.0
9076,51151.0
9077,31002.0
9078,42400.0
9079,45263.0
9080,34931.0
9081,44653.0
9082,64688.0
9083,80652.0
9084,67500.0
9085,87250.0
9086,65938.0
9087,92750.0
9088,119524.0
9089,64568.0
9090,76094.0
9091,63365.0
9092,
9093,81042.0
9094,94875.0
9095,73000.0
9096,71500.0
9097,44030.0
9098,54055.0
9099,26759.0
9100,48661.0
9101,30500.0
9102,52083.0
9103,57109.0
9104,56167.0
9105,47326.0
9106,55809.0
9107,37983.0
9108,37881.0
9109,76641.0
9110,52708.0
9111,45313.0
9112,58669.0
9113,50938.0
9114,40435.0
9115,61250.0
9116,49330.0
9117,47125.0
9118,82992.0
9119,71000.0
9120,58403.0
9121,84028.0
9122,42952.0
9123,56563.0
9124,58958.0
9125,120250.0
9126,86117.0
9127,121964.0
9128,62250.0
9129,104514.0
9130,70000.0
9131,86086.0
9132,114450.0
9133,116094.0
9134,80263.0
9135,79063.0
9136,88229.0
9137,114583.0
9138,117171.0
9139,129444.0
9140,203625.0
9141,103125.0
9142,250001.0
9143,181016.0
9144,214632.0
9145,118182.0
9146,132969.0
9147,152531.0
9148,192829.0
9149,76010.0
9150,121667.0
9151,
9152,
9153,107171.0
9154,122885.0
9155,168462.0
9156,
9157,147292.0
9158,150694.0
9159,97917.0
9160,126250.0
9161,155729.0
9162,121328.0
9163,123634.0
9164,91607.0
9165,94125.0
9166,88750.0
9167,119514.0
9168,78571.0
9169,103906.0
9170,78170.0
9171,71667.0
9172,100950.0
9173,151523.0
9174,109048.0
9175,95139.0
9176,190750.0
9177,
9178,143500.0
9179,107724.0
9180,86083.0
9181,72045.0
9182,117153.0
9183,113667.0
9184,135250.0
9185,112647.0
9186,140519.0
9187,135833.0
9188,134643.0
9189,119250.0
9190,152315.0
9191,173750.0
9192,140809.0
9193,176328.0
9194,134412.0
9195,125588.0
9196,158125.0
9197,148000.0
9198,250001.0
9199,177386.0
9200,173365.0
9201,
9202,177125.0
9203,207500.0
9204,107361.0
9205,163281.0
9206,99000.0
9207,
9208,83143.0
9209,139342.0
9210,71711.0
9211,140724.0
9212,112303.0
9213,165469.0
9214,126458.0
9215,100192.0
9216,113068.0
9217,123333.0
9218,175227.0
9219,111500.0
9220,125150.0
9221,106100.0
9222,84753.0
9223,85882.0
9224,91289.0
9225,129962.0
9226,113309.0
9227,69915.0
9228,112689.0
9229,115417.0
9230,99464.0
9231,85694.0
9232,88882.0
9233,73750.0
9234,101034.0
9235,90313.0
9236,89191.0
9237,36534.0
9238,101563.0
9239,81683.0
9240,135056.0
9241,100324.0
9242,61406.0
9243,39934.0
9244,66276.0
9245,32424.0
9246,58913.0
9247,99750.0
9248,98162.0
9249,
9250,79712.0
9251,96620.0
9252,87438.0
9253,83309.0
9254,96250.0
9255,89583.0
9256,94211.0
9257,94167.0
9258,44695.0
9259,95871.0
9260,103750.0
9261,44625.0
9262,60526.0
9263,127917.0
9264,122222.0
9265,84091.0
9266,122614.0
9267,122917.0
9268,107292.0
9269,82321.0
9270,91250.0
9271,103281.0
9272,113438.0
9273,95583.0
9274,68432.0
9275,42813.0
9276,85313.0
9277,74071.0
9278,94904.0
9279,51136.0
9280,52424.0
9281,64661.0
9282,99286.0
9283,106875.0
9284,107717.0
9285,126042.0
9286,130089.0
9287,117721.0
9288,113036.0
9289,76297.0
9290,50350.0
9291,96615.0
9292,72183.0
9293,49921.0
9294,91108.0
9295,49500.0
9296,94309.0
9297,78542.0
9298,83636.0
9299,85313.0
9300,103292.0
9301,88109.0
9302,93846.0
9303,64375.0
9304,102708.0
9305,81442.0
9306,125221.0
9307,101550.0
9308,64856.0
9309,72222.0
9310,49286.0
9311,123194.0
9312,126667.0
9313,186719.0
9314,93875.0
9315,137857.0
9316,55500.0
9317,108370.0
9318,70642.0
9319,52463.0
9320,150750.0
9321,120764.0
9322,137197.0
9323,96622.0
9324,83867.0
9325,66845.0
9326,136875.0
9327,71500.0
9328,131458.0
9329,136691.0
9330,61979.0
9331,82439.0
9332,54107.0
9333,105603.0
9334,113229.0
9335,68893.0
9336,63021.0
9337,63167.0
9338,57454.0
9339,58816.0
9340,59271.0
9341,66830.0
9342,55000.0
9343,69792.0
9344,55708.0
9345,58264.0
9346,74750.0
9347,
9348,175208.0
9349,117096.0
9350,161250.0
9351,219732.0
9352,156538.0
9353,250001.0
9354,202688.0
9355,134779.0
9356,213438.0
9357,153611.0
9358,240682.0
9359,216364.0
9360,180202.0
9361,138750.0
9362,101597.0
9363,111625.0
9364,88045.0
9365,87557.0
9366,183000.0
9367,120833.0
9368,116667.0
9369,157692.0
9370,105694.0
9371,126719.0
9372,90339.0
9373,220764.0
9374,147880.0
9375,102045.0
9376,138304.0
9377,88661.0
9378,125167.0
9379,115278.0
9380,79894.0
9381,137500.0
9382,
9383,201629.0
9384,116806.0
9385,42328.0
9386,45545.0
9387,68077.0
9388,30283.0
9389,59073.0
9390,34286.0
9391,52165.0
9392,24313.0
9393,71250.0
9394,61691.0
9395,
9396,45444.0
9397,66136.0
9398,68173.0
9399,78833.0
9400,89167.0
9401,82140.0
9402,72292.0
9403,120268.0
9404,75919.0
9405,105096.0
9406,87979.0
9407,64071.0
9408,62917.0
9409,53362.0
9410,51442.0
9411,250001.0
9412,180969.0
9413,148409.0
9414,140134.0
9415,168125.0
9416,250001.0
9417,179702.0
9418,250001.0
9419,75357.0
9420,156550.0
9421,
9422,76815.0
9423,97188.0
9424,71027.0
9425,82045.0
9426,66932.0
9427,61477.0
9428,108333.0
9429,92206.0
9430,61732.0
9431,90806.0
9432,78636.0
9433,108650.0
9434,126154.0
9435,104911.0
9436,120739.0
9437,97321.0
9438,44531.0
9439,180417.0
9440,103750.0
9441,173250.0
9442,164306.0
9443,250001.0
9444,85694.0
9445,116125.0
9446,77308.0
9447,82318.0
9448,225984.0
9449,
9450,111289.0
9451,147083.0
9452,140377.0
9453,73724.0
9454,51146.0
9455,61919.0
9456,88179.0
9457,90603.0
9458,93125.0
9459,113462.0
9460,67308.0
9461,90254.0
9462,130556.0
9463,110817.0
9464,176713.0
9465,133594.0
9466,84297.0
9467,98304.0
9468,97303.0
9469,78984.0
9470,51419.0
9471,
9472,59219.0
9473,44390.0
9474,61167.0
9475,66382.0
9476,77188.0
9477,110476.0
9478,44840.0
9479,47837.0
9480,47672.0
9481,82813.0
9482,64792.0
9483,76618.0
9484,64048.0
9485,
9486,41850.0
9487,54858.0
9488,72500.0
9489,95438.0
9490,67225.0
9491,99272.0
9492,61688.0
9493,77277.0
9494,119325.0
9495,101855.0
9496,
9497,79408.0
9498,65531.0
9499,91000.0
9500,81167.0
9501,78291.0
9502,94258.0
9503,61447.0
9504,142778.0
9505,178056.0
9506,138017.0
9507,62679.0
9508,60781.0
9509,
9510,88409.0
9511,91354.0
9512,88693.0
9513,89261.0
9514,70192.0
9515,110380.0
9516,103250.0
9517,91023.0
9518,77381.0
9519,200786.0
9520,78142.0
9521,76917.0
9522,132604.0
9523,118421.0
9524,95399.0
9525,63750.0
9526,177663.0
9527,156538.0
9528,62891.0
9529,113545.0
9530,86875.0
9531,
9532,117798.0
9533,126912.0
9534,101875.0
9535,112250.0
9536,54450.0
9537,77422.0
9538,63942.0
9539,61959.0
9540,90417.0
9541,44438.0
9542,57879.0
9543,88400.0
9544,96597.0
9545,109583.0
9546,99936.0
9547,75532.0
9548,89141.0
9549,63568.0
9550,79813.0
9551,57368.0
9552,138750.0
9553,86563.0
9554,74875.0
9555,154250.0
9556,95665.0
9557,93403.0
9558,51958.0
9559,67566.0
9560,53553.0
9561,69524.0
9562,108667.0
9563,103036.0
9564,120188.0
9565,98125.0
9566,121635.0
9567,130250.0
9568,133056.0
9569,99798.0
9570,128013.0
9571,115000.0
9572,144917.0
9573,135714.0
9574,208750.0
9575,110313.0
9576,100085.0
9577,138333.0
9578,187833.0
9579,126157.0
9580,184063.0
9581,119297.0
9582,106027.0
9583,108994.0
9584,136063.0
9585,81250.0
9586,160625.0
9587,64839.0
9588,114297.0
9589,81042.0
9590,118864.0
9591,70435.0
9592,155893.0
9593,79208.0
9594,88988.0
9595,145417.0
9596,132750.0
9597,113750.0
9598,99716.0
9599,90556.0
9600,149948.0
9601,176442.0
9602,201023.0
9603,136042.0
9604,114643.0
9605,100750.0
9606,140084.0
9607,96635.0
9608,110083.0
9609,154286.0
9610,111875.0
9611,114722.0
9612,138750.0
9613,131500.0
9614,186845.0
9615,22500.0
9616,32375.0
9617,54271.0
9618,26799.0
9619,41136.0
9620,42254.0
9621,42861.0
9622,40052.0
9623,53076.0
9624,38081.0
9625,35918.0
9626,48285.0
9627,44931.0
9628,77690.0
9629,47115.0
9630,32813.0
9631,34861.0
9632,40938.0
9633,44088.0
9634,36820.0
9635,49330.0
9636,55917.0
9637,33012.0
9638,38850.0
9639,19049.0
9640,57037.0
9641,40571.0
9642,38241.0
9643,9917.0
9644,23242.0
9645,43580.0
9646,39228.0
9647,52500.0
9648,45179.0
9649,38125.0
9650,11189.0
9651,32500.0
9652,
9653,29643.0
9654,34760.0
9655,24054.0
9656,25515.0
9657,43942.0
9658,30595.0
9659,73056.0
9660,35781.0
9661,40125.0
9662,41810.0
9663,54617.0
9664,39639.0
9665,63443.0
9666,30444.0
9667,47583.0
9668,52557.0
9669,60743.0
9670,58015.0
9671,23367.0
9672,20104.0
9673,86190.0
9674,38125.0
9675,
9676,93029.0
9677,62105.0
9678,83913.0
9679,77188.0
9680,96875.0
9681,62279.0
9682,44107.0
9683,80817.0
9684,35072.0
9685,76125.0
9686,59648.0
9687,52330.0
9688,26507.0
9689,52903.0
9690,55550.0
9691,57148.0
9692,57049.0
9693,74844.0
9694,47742.0
9695,69236.0
9696,47708.0
9697,80341.0
9698,83430.0
9699,99063.0
9700,32656.0
9701,90615.0
9702,61518.0
9703,54688.0
9704,110063.0
9705,38156.0
9706,
9707,72568.0
9708,40817.0
9709,49236.0
9710,34758.0
9711,33661.0
9712,63587.0
9713,23438.0
9714,95250.0
9715,50500.0
9716,63043.0
9717,101017.0
9718,93906.0
9719,69958.0
9720,88611.0
9721,60821.0
9722,62147.0
9723,99009.0
9724,81921.0
9725,102260.0
9726,72917.0
9727,122639.0
9728,98333.0
9729,79079.0
9730,72910.0
9731,66016.0
9732,30262.0
9733,20868.0
9734,20320.0
9735,53365.0
9736,39071.0
9737,16926.0
9738,14639.0
9739,20196.0
9740,36927.0
9741,32313.0
9742,47654.0
9743,37449.0
9744,
9745,47039.0
9746,53846.0
9747,27500.0
9748,25839.0
9749,37447.0
9750,26848.0
9751,32344.0
9752,55114.0
9753,51563.0
9754,28992.0
9755,59107.0
9756,48482.0
9757,47469.0
9758,45147.0
9759,62372.0
9760,75065.0
9761,51205.0
9762,40379.0
9763,76420.0
9764,35371.0
9765,63589.0
9766,54688.0
9767,61071.0
9768,55554.0
9769,46944.0
9770,56289.0
9771,61298.0
9772,36543.0
9773,61500.0
9774,66515.0
9775,58556.0
9776,90475.0
9777,78563.0
9778,92143.0
9779,95192.0
9780,112564.0
9781,96364.0
9782,83125.0
9783,119875.0
9784,126625.0
9785,113864.0
9786,73750.0
9787,111750.0
9788,79167.0
9789,42781.0
9790,39643.0
9791,70197.0
9792,60938.0
9793,64922.0
9794,55234.0
9795,123333.0
9796,121675.0
9797,103295.0
9798,140370.0
9799,85313.0
9800,143578.0
9801,85368.0
9802,90870.0
9803,108125.0
9804,91176.0
9805,97604.0
9806,108500.0
9807,83766.0
9808,57235.0
9809,97513.0
9810,56688.0
9811,69250.0
9812,110680.0
9813,83967.0
9814,57813.0
9815,55259.0
9816,65788.0
9817,94688.0
9818,47458.0
9819,58594.0
9820,41196.0
9821,69583.0
9822,137143.0
9823,63403.0
9824,103704.0
9825,42969.0
9826,62592.0
9827,65372.0
9828,105075.0
9829,95112.0
9830,93316.0
9831,80750.0
9832,45000.0
9833,96111.0
9834,67917.0
9835,55563.0
9836,45273.0
9837,44728.0
9838,53575.0
9839,54667.0
9840,111429.0
9841,88404.0
9842,75069.0
9843,110833.0
9844,72044.0
9845,69911.0
9846,89732.0
9847,131481.0
9848,117500.0
9849,75893.0
9850,92255.0
9851,120694.0
9852,133272.0
9853,58194.0
9854,
9855,85558.0
9856,116875.0
9857,73182.0
9858,137125.0
9859,111625.0
9860,107635.0
9861,136797.0
9862,96612.0
9863,100978.0
9864,52829.0
9865,88780.0
9866,160694.0
9867,95496.0
9868,154545.0
9869,99551.0
9870,79900.0
9871,113708.0
9872,105966.0
9873,118601.0
9874,128542.0
9875,
9876,109000.0
9877,128859.0
9878,55417.0
9879,76103.0
9880,88155.0
9881,68846.0
9882,108125.0
9883,109833.0
9884,102548.0
9885,132222.0
9886,105694.0
9887,107000.0
9888,60027.0
9889,76729.0
9890,119781.0
9891,100417.0
9892,76068.0
9893,95080.0
9894,91537.0
9895,81780.0
9896,142650.0
9897,99279.0
9898,82868.0
9899,96125.0
9900,108000.0
9901,38077.0
9902,67794.0
9903,116250.0
9904,77063.0
9905,91923.0
9906,49393.0
9907,99063.0
9908,66111.0
9909,46167.0
9910,38676.0
9911,48775.0
9912,44545.0
9913,37163.0
9914,66359.0
9915,40188.0
9916,148929.0
9917,125192.0
9918,68750.0
9919,53625.0
9920,108523.0
9921,68056.0
9922,83333.0
9923,
9924,
9925,
9926,45962.0
9927,151000.0
9928,
9929,119063.0
9930,
9931,
9932,36500.0
9933,51202.0
9934,40781.0
9935,80121.0
9936,38750.0
9937,21300.0
9938,62540.0
9939,62827.0
9940,24681.0
9941,45573.0
9942,73514.0
9943,42760.0
9944,58166.0
9945,57552.0
9946,44965.0
9947,44868.0
9948,47244.0
9949,48750.0
9950,70583.0
9951,56111.0
9952,40458.0
9953,46591.0
9954,40833.0
9955,34821.0
9956,90577.0
9957,35625.0
9958,
9959,27043.0
9960,
9961,46771.0
9962,25338.0
9963,32829.0
9964,38875.0
9965,61087.0
9966,
9967,45813.0
9968,40729.0
9969,26011.0
9970,61118.0
9971,49023.0
9972,56806.0
9973,51771.0
9974,57952.0
9975,57674.0
9976,26034.0
9977,60449.0
9978,24500.0
9979,110631.0
9980,39151.0
9981,32097.0
9982,72292.0
9983,77778.0
9984,89444.0
9985,72333.0
9986,26198.0
9987,28780.0
9988,29000.0
9989,37336.0
9990,28594.0
9991,30764.0
9992,39904.0
9993,53929.0
9994,61761.0
9995,75432.0
9996,51366.0
9997,51101.0
9998,41948.0
9999,
10000,21905.0
10001,34063.0
10002,32870.0
10003,30372.0
10004,27614.0
10005,26705.0
10006,33520.0
10007,37330.0
10008,44034.0
10009,74375.0
10010,42344.0
10011,39605.0
10012,138140.0
10013,93088.0
10014,94583.0
10015,104375.0
10016,
10017,
10018,134914.0
10019,72157.0
10020,99309.0
10021,59353.0
10022,69375.0
10023,59773.0
10024,80659.0
10025,111736.0
10026,134135.0
10027,156528.0
10028,59458.0
10029,49261.0
10030,122455.0
10031,74333.0
10032,117044.0
10033,92798.0
10034,68911.0
10035,75197.0
10036,63229.0
10037,120298.0
10038,90580.0
10039,86181.0
10040,90625.0
10041,41952.0
10042,136023.0
10043,41513.0
10044,62737.0
10045,54275.0
10046,85372.0
10047,100199.0
10048,52336.0
10049,131215.0
10050,157917.0
10051,107574.0
10052,146324.0
10053,93269.0
10054,133333.0
10055,81806.0
10056,83941.0
10057,133950.0
10058,118750.0
10059,72663.0
10060,83850.0
10061,154423.0
10062,56667.0
10063,134741.0
10064,56833.0
10065,109180.0
10066,81875.0
10067,111389.0
10068,162031.0
10069,135742.0
10070,53188.0
10071,162827.0
10072,125333.0
10073,104861.0
10074,46988.0
10075,
10076,100473.0
10077,76736.0
10078,39722.0
10079,89750.0
10080,60568.0
10081,120714.0
10082,32444.0
10083,32467.0
10084,66681.0
10085,66442.0
10086,86602.0
10087,91591.0
10088,85156.0
10089,95000.0
10090,126165.0
10091,117647.0
10092,105132.0
10093,80962.0
10094,77955.0
10095,144250.0
10096,166471.0
10097,134195.0
10098,109261.0
10099,114643.0
10100,130799.0
10101,87143.0
10102,150399.0
10103,111451.0
10104,61959.0
10105,223068.0
10106,205417.0
10107,250001.0
10108,102188.0
10109,100918.0
10110,215125.0
10111,250001.0
10112,62125.0
10113,79828.0
10114,87695.0
10115,138438.0
10116,201538.0
10117,126544.0
10118,122365.0
10119,105096.0
10120,96932.0
10121,69464.0
10122,138281.0
10123,202875.0
10124,84600.0
10125,76827.0
10126,190577.0
10127,135167.0
10128,74464.0
10129,110331.0
10130,137344.0
10131,
10132,194250.0
10133,175714.0
10134,187774.0
10135,209643.0
10136,122614.0
10137,109211.0
10138,156027.0
10139,194191.0
10140,220568.0
10141,112575.0
10142,167589.0
10143,66917.0
10144,102976.0
10145,154229.0
10146,159286.0
10147,173542.0
10148,183542.0
10149,235221.0
10150,118984.0
10151,92206.0
10152,135139.0
10153,78681.0
10154,92023.0
10155,250001.0
10156,191831.0
10157,176929.0
10158,121333.0
10159,137056.0
10160,142353.0
10161,94545.0
10162,153750.0
10163,145938.0
10164,32108.0
10165,40771.0
10166,132938.0
10167,161154.0
10168,128911.0
10169,113828.0
10170,101250.0
10171,103988.0
10172,135125.0
10173,161458.0
10174,124083.0
10175,100000.0
10176,109412.0
10177,67300.0
10178,47250.0
10179,65192.0
10180,54926.0
10181,69643.0
10182,101250.0
10183,77857.0
10184,30951.0
10185,48984.0
10186,45488.0
10187,40611.0
10188,42500.0
10189,39957.0
10190,52083.0
10191,48351.0
10192,31620.0
10193,59267.0
10194,74167.0
10195,43385.0
10196,56176.0
10197,68611.0
10198,71141.0
10199,72969.0
10200,65833.0
10201,49844.0
10202,
10203,35221.0
10204,23646.0
10205,
10206,27813.0
10207,78750.0
10208,55885.0
10209,31439.0
10210,39792.0
10211,46534.0
10212,66065.0
10213,47875.0
10214,20882.0
10215,38828.0
10216,36806.0
10217,62250.0
10218,35200.0
10219,46827.0
10220,61458.0
10221,18359.0
10222,42716.0
10223,34966.0
10224,44351.0
10225,49712.0
10226,32548.0
10227,65081.0
10228,30481.0
10229,
10230,35094.0
10231,18864.0
10232,18261.0
10233,29429.0
10234,60291.0
10235,75795.0
10236,59167.0
10237,54196.0
10238,60893.0
10239,65227.0
10240,56094.0
10241,31014.0
10242,56927.0
10243,43654.0
10244,71544.0
10245,71028.0
10246,45481.0
10247,50365.0
10248,34018.0
10249,48173.0
10250,46037.0
10251,37365.0
10252,53523.0
10253,36250.0
10254,34464.0
10255,27311.0
10256,47569.0
10257,45046.0
10258,75500.0
10259,87386.0
10260,75208.0
10261,49735.0
10262,73603.0
10263,58500.0
10264,28490.0
10265,39912.0
10266,62128.0
10267,29279.0
10268,37386.0
10269,18646.0
10270,27091.0
10271,29271.0
10272,26827.0
10273,71250.0
10274,119688.0
10275,67708.0
10276,69375.0
10277,
10278,58750.0
10279,38295.0
10280,43333.0
10281,38393.0
10282,38681.0
10283,51053.0
10284,60985.0
10285,27289.0
10286,62604.0
10287,46059.0
10288,32094.0
10289,52009.0
10290,75988.0
10291,44861.0
10292,75096.0
10293,60272.0
10294,23426.0
10295,31818.0
10296,43382.0
10297,76424.0
10298,42404.0
10299,79837.0
10300,42167.0
10301,50522.0
10302,56210.0
10303,44712.0
10304,39911.0
10305,43333.0
10306,36850.0
10307,57623.0
10308,38203.0
10309,44030.0
10310,55265.0
10311,40756.0
10312,35710.0
10313,56083.0
10314,36596.0
10315,41458.0
10316,73750.0
10317,58274.0
10318,51250.0
10319,18377.0
10320,17333.0
10321,31089.0
10322,32037.0
10323,91848.0
10324,135050.0
10325,97969.0
10326,52007.0
10327,50873.0
10328,56100.0
10329,66528.0
10330,52679.0
10331,34967.0
10332,43969.0
10333,67500.0
10334,43362.0
10335,42654.0
10336,49375.0
10337,69680.0
10338,61550.0
10339,38108.0
10340,
10341,36989.0
10342,35281.0
10343,19115.0
10344,15357.0
10345,48438.0
10346,35324.0
10347,28586.0
10348,56087.0
10349,35813.0
10350,83352.0
10351,104167.0
10352,27212.0
10353,52386.0
10354,73958.0
10355,87333.0
10356,33625.0
10357,36250.0
10358,12267.0
10359,39327.0
10360,26272.0
10361,14439.0
10362,30313.0
10363,28842.0
10364,
10365,45385.0
10366,63214.0
10367,62500.0
10368,53684.0
10369,30870.0
10370,25952.0
10371,20500.0
10372,30625.0
10373,24464.0
10374,26289.0
10375,15000.0
10376,20000.0
10377,48056.0
10378,33387.0
10379,30255.0
10380,30568.0
10381,29643.0
10382,80489.0
10383,31875.0
10384,40463.0
10385,35417.0
10386,39271.0
10387,42039.0
10388,49688.0
10389,32333.0
10390,56598.0
10391,44034.0
10392,29680.0
10393,40833.0
10394,39291.0
10395,48250.0
10396,41917.0
10397,27778.0
10398,35069.0
10399,13500.0
10400,23777.0
10401,40521.0
10402,31354.0
10403,49246.0
10404,41600.0
10405,44720.0
10406,
10407,64350.0
10408,57333.0
10409,46094.0
10410,59167.0
10411,70089.0
10412,56487.0
10413,36486.0
10414,43438.0
10415,31713.0
10416,32839.0
10417,35000.0
10418,38264.0
10419,52659.0
10420,49922.0
10421,62500.0
10422,58464.0
10423,72077.0
10424,44489.0
10425,27188.0
10426,
10427,61111.0
10428,28710.0
10429,40400.0
10430,44861.0
10431,51422.0
10432,41667.0
10433,47788.0
10434,49688.0
10435,52917.0
10436,49212.0
10437,50298.0
10438,62102.0
10439,98750.0
10440,33021.0
10441,45119.0
10442,51563.0
10443,91280.0
10444,61912.0
10445,56486.0
10446,50590.0
10447,
10448,67716.0
10449,59521.0
10450,52383.0
10451,85281.0
10452,66563.0
10453,54167.0
10454,57827.0
10455,78519.0
10456,83011.0
10457,31563.0
10458,68586.0
10459,96875.0
10460,90795.0
10461,41283.0
10462,84036.0
10463,57841.0
10464,64214.0
10465,45114.0
10466,59679.0
10467,40385.0
10468,45553.0
10469,38793.0
10470,28958.0
10471,36250.0
10472,53040.0
10473,48854.0
10474,49732.0
10475,35547.0
10476,37770.0
10477,44032.0
10478,32083.0
10479,36829.0
10480,32768.0
10481,39077.0
10482,36103.0
10483,42143.0
10484,51938.0
10485,44222.0
10486,35977.0
10487,42667.0
10488,43611.0
10489,38083.0
10490,78750.0
10491,65777.0
10492,24227.0
10493,55720.0
10494,61012.0
10495,55625.0
10496,83203.0
10497,68342.0
10498,71750.0
10499,82708.0
10500,51793.0
10501,33486.0
10502,33068.0
10503,83173.0
10504,63750.0
10505,34875.0
10506,56648.0
10507,40500.0
10508,39628.0
10509,118333.0
10510,107554.0
10511,41842.0
10512,94844.0
10513,64750.0
10514,60396.0
10515,81477.0
10516,102750.0
10517,57792.0
10518,37068.0
10519,58202.0
10520,41622.0
10521,57375.0
10522,72075.0
10523,86250.0
10524,75223.0
10525,40528.0
10526,51440.0
10527,46063.0
10528,58500.0
10529,46203.0
10530,41736.0
10531,46406.0
10532,75579.0
10533,75862.0
10534,86438.0
10535,51955.0
10536,63023.0
10537,77792.0
10538,53859.0
10539,48866.0
10540,38462.0
10541,76364.0
10542,45469.0
10543,45694.0
10544,136667.0
10545,123063.0
10546,147833.0
10547,116094.0
10548,106190.0
10549,128705.0
10550,51063.0
10551,40795.0
10552,35786.0
10553,88750.0
10554,81000.0
10555,99766.0
10556,96071.0
10557,
10558,89732.0
10559,38462.0
10560,38278.0
10561,38518.0
10562,37183.0
10563,72606.0
10564,73891.0
10565,43603.0
10566,42340.0
10567,60781.0
10568,47739.0
10569,47016.0
10570,53033.0
10571,63269.0
10572,48750.0
10573,29706.0
10574,35163.0
10575,62665.0
10576,72656.0
10577,29681.0
10578,52569.0
10579,42137.0
10580,48472.0
10581,54083.0
10582,51389.0
10583,61972.0
10584,109193.0
10585,75956.0
10586,144261.0
10587,111688.0
10588,74769.0
10589,76797.0
10590,130653.0
10591,114688.0
10592,69519.0
10593,103239.0
10594,62373.0
10595,71161.0
10596,87344.0
10597,97083.0
10598,89911.0
10599,125161.0
10600,108365.0
10601,77083.0
10602,82679.0
10603,89769.0
10604,82308.0
10605,72273.0
10606,79934.0
10607,60909.0
10608,59688.0
10609,97853.0
10610,101042.0
10611,71167.0
10612,69098.0
10613,55991.0
10614,85795.0
10615,71821.0
10616,60896.0
10617,79688.0
10618,40302.0
10619,35242.0
10620,101757.0
10621,59896.0
10622,65816.0
10623,91417.0
10624,127344.0
10625,70125.0
10626,112589.0
10627,61319.0
10628,58125.0
10629,60724.0
10630,85947.0
10631,132434.0
10632,111442.0
10633,49405.0
10634,72981.0
10635,53750.0
10636,89728.0
10637,86806.0
10638,21936.0
10639,58750.0
10640,56123.0
10641,51143.0
10642,40833.0
10643,49219.0
10644,41250.0
10645,25992.0
10646,66637.0
10647,76321.0
10648,62094.0
10649,68750.0
10650,42991.0
10651,51143.0
10652,53462.0
10653,
10654,
10655,65133.0
10656,68306.0
10657,48288.0
10658,66771.0
10659,75577.0
10660,110114.0
10661,46923.0
10662,48750.0
10663,45660.0
10664,55784.0
10665,77206.0
10666,48304.0
10667,74328.0
10668,42230.0
10669,53889.0
10670,81435.0
10671,68333.0
10672,66886.0
10673,58239.0
10674,67308.0
10675,110132.0
10676,82543.0
10677,46172.0
10678,55357.0
10679,54306.0
10680,75000.0
10681,
10682,70580.0
10683,53750.0
10684,87833.0
10685,
10686,51829.0
10687,60822.0
10688,66719.0
10689,52614.0
10690,43205.0
10691,61364.0
10692,65547.0
10693,118750.0
10694,61597.0
10695,100536.0
10696,81432.0
10697,95565.0
10698,55550.0
10699,59485.0
10700,57193.0
10701,66500.0
10702,51250.0
10703,70685.0
10704,70954.0
10705,66583.0
10706,58750.0
10707,74968.0
10708,102940.0
10709,68393.0
10710,82944.0
10711,100903.0
10712,51360.0
10713,106125.0
10714,83281.0
10715,110875.0
10716,81818.0
10717,45046.0
10718,73810.0
10719,54732.0
10720,79083.0
10721,62841.0
10722,126413.0
10723,118182.0
10724,88603.0
10725,65313.0
10726,92639.0
10727,106500.0
10728,59901.0
10729,66548.0
10730,37197.0
10731,106250.0
10732,61429.0
10733,74583.0
10734,56429.0
10735,53505.0
10736,
10737,78913.0
10738,115192.0
10739,50761.0
10740,96272.0
10741,135083.0
10742,83250.0
10743,65625.0
10744,101705.0
10745,109032.0
10746,78125.0
10747,132059.0
10748,133571.0
10749,92125.0
10750,103375.0
10751,65977.0
10752,54063.0
10753,45987.0
10754,92383.0
10755,98654.0
10756,53750.0
10757,
10758,112794.0
10759,170152.0
10760,111094.0
10761,140625.0
10762,185625.0
10763,98859.0
10764,63438.0
10765,82813.0
10766,101667.0
10767,73167.0
10768,86328.0
10769,37172.0
10770,102969.0
10771,112297.0
10772,81250.0
10773,
10774,90536.0
10775,66850.0
10776,65667.0
10777,87344.0
10778,
10779,75714.0
10780,61118.0
10781,66071.0
10782,53750.0
10783,106111.0
10784,34124.0
10785,80625.0
10786,96162.0
10787,58125.0
10788,62206.0
10789,64196.0
10790,56029.0
10791,79890.0
10792,68615.0
10793,57721.0
10794,56382.0
10795,73125.0
10796,81801.0
10797,98026.0
10798,77344.0
10799,48155.0
10800,41750.0
10801,37604.0
10802,53917.0
10803,
10804,55000.0
10805,70833.0
10806,68854.0
10807,48750.0
10808,72188.0
10809,
10810,49023.0
10811,76949.0
10812,58400.0
10813,40927.0
10814,61890.0
10815,66373.0
10816,79922.0
10817,40469.0
10818,38194.0
10819,52059.0
10820,26703.0
10821,34432.0
10822,
10823,37019.0
10824,47194.0
10825,38362.0
10826,22071.0
10827,22895.0
10828,50956.0
10829,34688.0
10830,45063.0
10831,
10832,52279.0
10833,64907.0
10834,83088.0
10835,45893.0
10836,60625.0
10837,68125.0
10838,60938.0
10839,69097.0
10840,72417.0
10841,77991.0
10842,50714.0
10843,36425.0
10844,65741.0
10845,67237.0
