,geoid,race_white,race_black,race_american-indian,race_asian,race_native-hawaiian,race_other,race_multiracial
0,15000US060014001001,0.7266401590457257,0.030483764082173626,0.0,0.16534128561961564,0.0,0.033797216699801194,0.0437375745526839
1,15000US060014002001,0.8054298642533937,0.0036199095022624436,0.0036199095022624436,0.05339366515837104,0.0,0.012669683257918552,0.12126696832579185
2,15000US060014002002,0.8,0.008187134502923977,0.0,0.13099415204678364,0.0,0.007017543859649123,0.05380116959064327
3,15000US060014003001,0.6255115961800819,0.06684856753069578,0.0,0.18212824010914053,0.0,0.03342428376534789,0.09208731241473397
4,15000US060014003002,0.7343873517786561,0.06877470355731226,0.0071146245059288534,0.09486166007905138,0.0,0.0015810276679841897,0.0932806324110672
5,15000US060014003003,0.46903553299492384,0.42741116751269037,0.0,0.03756345177664975,0.0,0.030456852791878174,0.03553299492385787
6,15000US060014003004,0.8611842105263158,0.0,0.0,0.11513157894736842,0.02368421052631579,0.0,0.0
7,15000US060014004001,0.8464311463590483,0.007209805335255948,0.0,0.1254506128334535,0.0,0.0,0.02090843547224225
8,15000US060014004002,0.6219614417435038,0.2347024308466052,0.020955574182732608,0.09471919530595138,0.0,0.01760268231349539,0.010058675607711651
9,15000US060014004003,0.6473915776241358,0.07605279698302954,0.0,0.10747957259585167,0.0,0.006285355122564425,0.16279069767441862
10,15000US060014005001,0.6322605965463108,0.24411302982731553,0.0,0.036891679748822605,0.009419152276295133,0.017660910518053376,0.059654631083202514
11,15000US060014005002,0.5489614243323442,0.31305637982195844,0.0,0.04451038575667656,0.0,0.025222551928783383,0.06824925816023739
12,15000US060014005003,0.6501901140684411,0.21102661596958175,0.0,0.030418250950570342,0.0,0.043726235741444866,0.06463878326996197
13,15000US060014006001,0.38371040723981903,0.36742081447963804,0.004524886877828055,0.09140271493212669,0.0,0.0660633484162896,0.08687782805429864
14,15000US060014006002,0.4748201438848921,0.34172661870503596,0.0,0.0737410071942446,0.0,0.0,0.10971223021582734
15,15000US060014007001,0.42957130358705164,0.3858267716535433,0.01399825021872266,0.05774278215223097,0.0,0.048118985126859144,0.0647419072615923
16,15000US060014007002,0.4609375,0.4928385416666667,0.00390625,0.0,0.0,0.0,0.042317708333333336
17,15000US060014007003,0.43059490084985835,0.2719546742209632,0.0,0.03824362606232295,0.0,0.21813031161473087,0.04107648725212465
18,15000US060014007004,0.5201371036846615,0.2579263067694944,0.05912596401028278,0.022279348757497857,0.0,0.011139674378748929,0.1293916023993145
19,15000US060014008001,0.29526813880126185,0.44542586750788643,0.004416403785488959,0.14258675078864352,0.0,0.03659305993690852,0.07570977917981073
20,15000US060014008002,0.5844471445929527,0.2077764277035237,0.0,0.019441069258809233,0.0,0.14094775212636695,0.04738760631834751
21,15000US060014008003,0.5482695810564663,0.20856102003642987,0.0,0.1766848816029144,0.0,0.0,0.06648451730418943
22,15000US060014009001,0.36411809235427706,0.4012112036336109,0.00757002271006813,0.07797123391370174,0.0,0.09235427706283118,0.05677517032551098
23,15000US060014009002,0.563230605738576,0.2252922422954304,0.0,0.09032943676939426,0.0,0.07863974495217853,0.04250797024442083
24,15000US060014010001,0.3060897435897436,0.45913461538461536,0.0,0.01201923076923077,0.05689102564102564,0.032852564102564104,0.1330128205128205
25,15000US060014010002,0.39961759082217974,0.2887189292543021,0.0,0.015296367112810707,0.0,0.14531548757170173,0.15105162523900573
26,15000US060014010003,0.3777049180327869,0.37573770491803277,0.0,0.036721311475409836,0.0,0.05180327868852459,0.1580327868852459
27,15000US060014010004,0.36660929432013767,0.12736660929432014,0.01549053356282272,0.08433734939759036,0.0,0.18588640275387264,0.22030981067125646
28,15000US060014010005,0.3930704898446834,0.4253285543608124,0.0,0.025089605734767026,0.016726403823178016,0.11469534050179211,0.025089605734767026
29,15000US060014010006,0.4341004184100418,0.3148535564853556,0.0,0.038702928870292884,0.0,0.028242677824267783,0.18410041841004185
30,15000US060014011001,0.5416666666666666,0.20625,0.0,0.11041666666666666,0.0,0.0,0.14166666666666666
31,15000US060014011002,0.7052023121387283,0.10260115606936417,0.0,0.05057803468208093,0.0,0.06502890173410404,0.07658959537572255
32,15000US060014011003,0.4425385934819897,0.22984562607204118,0.0,0.2933104631217839,0.0,0.0,0.03430531732418525
33,15000US060014011004,0.5767148014440433,0.1759927797833935,0.0,0.14169675090252706,0.0,0.0018050541516245488,0.10379061371841156
34,15000US060014012001,0.6797988264878457,0.06370494551550712,0.00586756077116513,0.054484492875104776,0.0,0.07963118189438391,0.1165129924559933
35,15000US060014012002,0.6064441887226697,0.189873417721519,0.0023014959723820483,0.1047180667433832,0.0,0.0034522439585730723,0.09321058688147296
36,15000US060014012003,0.5615942028985508,0.2391304347826087,0.018115942028985508,0.05434782608695652,0.0,0.07971014492753623,0.04710144927536232
37,15000US060014013001,0.3771224307417337,0.4361036639857015,0.00804289544235925,0.11796246648793565,0.0,0.0071492403932082215,0.05361930294906166
38,15000US060014013002,0.3118724158298878,0.3360897814530419,0.016538688718251624,0.16479621972829298,0.0,0.09037212049616067,0.08033077377436504
39,15000US060014013003,0.44673539518900346,0.20876288659793815,0.0,0.25601374570446733,0.0,0.023195876288659795,0.06529209621993128
40,15000US060014014001,0.27113702623906705,0.4305150631681244,0.0369290573372206,0.0,0.0,0.18658892128279883,0.07482993197278912
41,15000US060014014002,0.40603015075376886,0.3060301507537688,0.011055276381909548,0.1407035175879397,0.013567839195979899,0.0864321608040201,0.036180904522613064
42,15000US060014014003,0.23324150596877868,0.5215794306703397,0.03673094582185491,0.08172635445362718,0.0,0.06611570247933884,0.06060606060606061
43,15000US060014015001,0.336986301369863,0.480365296803653,0.0036529680365296802,0.07671232876712329,0.021004566210045664,0.017351598173515982,0.0639269406392694
44,15000US060014015002,0.5261044176706827,0.250334672021419,0.0,0.11378848728246319,0.0,0.05220883534136546,0.05756358768406961
45,15000US060014015003,0.42988204456094364,0.3944954128440367,0.002621231979030144,0.02621231979030144,0.0,0.11402359108781127,0.0327653997378768
46,15000US060014016001,0.5515463917525774,0.29037800687285226,0.009450171821305841,0.06099656357388316,0.0,0.03178694158075601,0.05584192439862543
47,15000US060014016002,0.26560951437066405,0.37165510406342916,0.0,0.1605550049554014,0.06442021803766106,0.044598612487611496,0.0931615460852329
48,15000US060014017001,0.5494791666666666,0.2591145833333333,0.0,0.11458333333333333,0.0,0.016927083333333332,0.059895833333333336
49,15000US060014017002,0.41684901531728663,0.24234135667396062,0.0,0.10229759299781181,0.0,0.21608315098468273,0.022428884026258207
50,15000US060014017003,0.39759036144578314,0.0,0.0,0.0,0.0,0.42168674698795183,0.18072289156626506
51,15000US060014018001,0.3532494758909853,0.33542976939203356,0.0,0.013626834381551363,0.0,0.031446540880503145,0.2662473794549266
52,15000US060014018002,0.29605263157894735,0.5416666666666666,0.0,0.03289473684210526,0.0,0.12938596491228072,0.0
53,15000US060014022001,0.25109170305676853,0.4606986899563319,0.018558951965065504,0.1037117903930131,0.0,0.11244541484716157,0.05349344978165939
54,15000US060014022002,0.3991462113127001,0.29989327641408753,0.0,0.21664887940234792,0.0,0.044823906083244394,0.03948772678762007
55,15000US060014022003,0.6654611211573237,0.11754068716094032,0.0,0.07775768535262206,0.06690777576853527,0.04159132007233273,0.03074141048824593
56,15000US060014024001,0.36973764490543015,0.5381330079316656,0.0,0.04942037827943868,0.0,0.03111653447223917,0.011592434411226357
57,15000US060014024002,0.06878306878306878,0.6296296296296297,0.014109347442680775,0.19576719576719576,0.007936507936507936,0.018518518518518517,0.06525573192239859
58,15000US060014025001,0.20840480274442538,0.6449399656946827,0.0,0.012864493996569469,0.0,0.06946826758147513,0.06432246998284734
59,15000US060014025002,0.08545727136431784,0.679160419790105,0.020989505247376312,0.095952023988006,0.0,0.013493253373313344,0.10494752623688156
60,15000US060014026001,0.2138364779874214,0.25707547169811323,0.0015723270440251573,0.470125786163522,0.0,0.03223270440251572,0.025157232704402517
61,15000US060014027001,0.5146036161335188,0.2753824756606398,0.015299026425591099,0.11265646731571627,0.0,0.04033379694019471,0.04172461752433936
62,15000US060014027002,0.2600985221674877,0.4236453201970443,0.02167487684729064,0.09261083743842365,0.0,0.0896551724137931,0.1123152709359606
63,15000US060014028001,0.35298149417409186,0.37354352296093213,0.008910212474297465,0.20356408498971898,0.0,0.031528444139821796,0.029472241261137764
64,15000US060014028002,0.2334330910645575,0.4523300555793074,0.00983326207781103,0.2159042325780248,0.0,0.012825994014536126,0.07567336468576315
65,15000US060014029001,0.2650862068965517,0.20545977011494254,0.033045977011494254,0.38362068965517243,0.0,0.05747126436781609,0.05531609195402299
66,15000US060014030001,0.09902130109383996,0.0,0.022452504317789293,0.8036845135290731,0.039723661485319514,0.01957397812320092,0.015544041450777202
67,15000US060014030002,0.04755244755244755,0.0972027972027972,0.0,0.8468531468531468,0.0,0.008391608391608392,0.0
68,15000US060014031001,0.2852992446252179,0.17547937245787332,0.020918070889018012,0.4334689134224288,0.003486345148169669,0.04938988959907031,0.031958163858221963
69,15000US060014033001,0.3793691389599318,0.0988917306052856,0.0,0.3721227621483376,0.0,0.018329070758738276,0.13128729752770674
70,15000US060014033002,0.04853833425261997,0.09321566464423607,0.010479867622724766,0.7683397683397684,0.0,0.07942636514065085,0.0
71,15000US060014034001,0.7733934611048479,0.08568207440811725,0.007891770011273957,0.06426155580608793,0.0,0.0,0.06877113866967305
72,15000US060014034002,0.2889830508474576,0.19915254237288135,0.0,0.3974576271186441,0.0,0.0211864406779661,0.09322033898305085
73,15000US060014034003,0.45528455284552843,0.10569105691056911,0.020905923344947737,0.27990708478513354,0.0,0.015098722415795587,0.12311265969802555
74,15000US060014034004,0.2709497206703911,0.3973463687150838,0.015363128491620111,0.23044692737430167,0.0,0.06005586592178771,0.025837988826815643
75,15000US060014035011,0.22938144329896906,0.20309278350515464,0.03711340206185567,0.4706185567010309,0.0,0.021134020618556702,0.03865979381443299
76,15000US060014035012,0.532007759456838,0.22065955383123181,0.0,0.02376333656644035,0.0,0.01600387972841901,0.2075654704170708
77,15000US060014035013,0.22632794457274827,0.558891454965358,0.0,0.13856812933025403,0.0,0.0,0.07621247113163972
78,15000US060014035021,0.6804511278195489,0.06265664160401002,0.0,0.21553884711779447,0.0,0.02506265664160401,0.016290726817042606
79,15000US060014035022,0.46297739672642246,0.2907248636009353,0.0,0.1293842556508184,0.0,0.04988308651597818,0.06703039750584568
80,15000US060014036001,0.309009009009009,0.3900900900900901,0.0,0.08558558558558559,0.0,0.002702702702702703,0.2126126126126126
81,15000US060014036002,0.43571785892946474,0.2976488244122061,0.0,0.10355177588794397,0.002001000500250125,0.061530765382691345,0.09954977488744372
82,15000US060014036003,0.5042630937880633,0.2612667478684531,0.021315468940316686,0.1607795371498173,0.0,0.016443361753958587,0.035931790499390985
83,15000US060014037011,0.5890207715133531,0.20252225519287834,0.0,0.09347181008902077,0.0,0.037833827893175076,0.0771513353115727
84,15000US060014037012,0.6574271499644634,0.14214641080312723,0.0,0.08173418621179815,0.0,0.02771855010660981,0.09097370291400142
85,15000US060014037021,0.5917721518987342,0.030063291139240507,0.0,0.06329113924050633,0.02689873417721519,0.20569620253164558,0.08227848101265822
86,15000US060014037022,0.6344086021505376,0.11182795698924732,0.0,0.17132616487455196,0.013620071684587814,0.0,0.06881720430107527
87,15000US060014038001,0.562152133580705,0.0,0.0,0.21521335807050093,0.0,0.011131725417439703,0.21150278293135436
88,15000US060014038002,0.8281444582814446,0.0136986301369863,0.0,0.1232876712328767,0.0,0.0,0.034869240348692404
89,15000US060014038003,0.6142061281337048,0.19637883008356546,0.0,0.12813370473537605,0.0,0.002785515320334262,0.0584958217270195
90,15000US060014038004,0.7521773555027712,0.08076009501187649,0.0,0.06096595407759303,0.0,0.025336500395882817,0.08076009501187649
91,15000US060014039001,0.5431861804222649,0.0818937939859245,0.007677543186180422,0.25399872040946897,0.0,0.044785668586052464,0.06845809341010876
92,15000US060014039002,0.6329479768786127,0.18208092485549132,0.0,0.09248554913294797,0.0,0.0,0.09248554913294797
93,15000US060014039003,0.5644682115270351,0.25727866904337493,0.0,0.1354723707664884,0.0,0.016042780748663103,0.026737967914438502
94,15000US060014040001,0.6047594412829799,0.061562338334195554,0.0,0.11433005690636316,0.009311950336264873,0.11277806518365235,0.09725814795654424
95,15000US060014040002,0.6836836836836837,0.07107107107107107,0.005005005005005005,0.0940940940940941,0.013013013013013013,0.05305305305305305,0.08008008008008008
96,15000US060014041011,0.7145187601957586,0.009787928221859706,0.0,0.12153344208809136,0.0,0.044861337683523655,0.10929853181076672
97,15000US060014041012,0.6981132075471698,0.08363080061193269,0.00407955124936257,0.1172870984191739,0.0,0.0071392146863844975,0.08975012748597654
98,15000US060014041021,0.7597809076682316,0.01486697965571205,0.006259780907668232,0.13615023474178403,0.01486697965571205,0.028169014084507043,0.03990610328638498
99,15000US060014041022,0.6112068965517241,0.21810344827586206,0.0034482758620689655,0.10775862068965517,0.0,0.00603448275862069,0.05344827586206897
100,15000US060014042001,0.7439916405433646,0.07105538140020899,0.0,0.04493207941483804,0.019853709508881923,0.0,0.12016718913270637
101,15000US060014042002,0.7348178137651822,0.18556005398110662,0.0,0.06005398110661268,0.0,0.004723346828609987,0.014844804318488529
102,15000US060014042003,0.6465730800990916,0.1255161023947151,0.0,0.1676300578034682,0.005780346820809248,0.007431874483897605,0.04706853839801817
103,15000US060014043001,0.7166344294003868,0.09381044487427466,0.0,0.18085106382978725,0.0,0.0,0.008704061895551257
104,15000US060014043002,0.6074672048435923,0.06861755802219979,0.0,0.08476286579212916,0.024217961654894045,0.08274470232088799,0.13218970736629668
105,15000US060014043003,0.6817484662576687,0.016104294478527608,0.0,0.1004601226993865,0.0,0.08819018404907976,0.11349693251533742
106,15000US060014044001,0.7216681776971895,0.009972801450589302,0.0,0.23164097914777879,0.0,0.0,0.03671804170444243
107,15000US060014044002,0.6967910936476752,0.047151277013752456,0.0,0.1650294695481336,0.0,0.0,0.09102815979043877
108,15000US060014044003,0.8318372232196289,0.009575104727707959,0.0,0.10951526032315978,0.0,0.0,0.049072411729503294
109,15000US060014045011,0.7129629629629629,0.04411764705882353,0.0,0.1388888888888889,0.0032679738562091504,0.018518518518518517,0.08224400871459694
110,15000US060014045021,0.9605263157894737,0.0,0.0,0.039473684210526314,0.0,0.0,0.0
111,15000US060014045022,0.6936135812449474,0.046079223928860144,0.0,0.2029102667744543,0.0,0.0,0.05739692805173808
112,15000US060014045023,0.6587389380530974,0.09347345132743363,0.0,0.103429203539823,0.0,0.012168141592920354,0.13219026548672566
113,15000US060014045024,0.7612267250821467,0.02135815991237678,0.0,0.1330777656078861,0.0,0.0,0.08433734939759036
114,15000US060014046001,0.6864014801110083,0.02682701202590194,0.016651248843663275,0.2294172062904718,0.0,0.0,0.04070305272895467
115,15000US060014046002,0.7214285714285714,0.09714285714285714,0.005714285714285714,0.10714285714285714,0.032857142857142856,0.0,0.03571428571428571
116,15000US060014046003,0.808,0.068,0.0032,0.0608,0.0064,0.0,0.0536
117,15000US060014046004,0.8031914893617021,0.015197568389057751,0.0,0.13677811550151975,0.0,0.008358662613981762,0.0364741641337386
118,15000US060014047001,0.7060575968222443,0.028798411122144985,0.0,0.2423038728897716,0.0,0.004965243296921549,0.01787487586891758
119,15000US060014047002,0.8093183779119931,0.07333908541846419,0.003451251078515962,0.058671268334771355,0.0,0.012942191544434857,0.04227782571182054
120,15000US060014048001,0.32555282555282555,0.21437346437346438,0.020884520884520884,0.28869778869778867,0.0,0.029484029484029485,0.12100737100737101
121,15000US060014048002,0.6193771626297578,0.16003460207612458,0.0,0.06920415224913495,0.014705882352941176,0.037197231833910036,0.09948096885813149
122,15000US060014049001,0.7217806041335453,0.06200317965023847,0.0,0.07154213036565978,0.014308426073131956,0.0,0.13036565977742448
123,15000US060014049002,0.439100077579519,0.2482544608223429,0.0023273855702094647,0.1978277734678045,0.0,0.017067494181536073,0.09542280837858805
124,15000US060014049003,0.6243589743589744,0.016666666666666666,0.014102564102564103,0.09358974358974359,0.05384615384615385,0.12692307692307692,0.07051282051282051
125,15000US060014049004,0.7039321511179646,0.03932151117964534,0.0,0.117964533538936,0.0,0.014649190439475714,0.12413261372397841
126,15000US060014050001,0.8369905956112853,0.0,0.0,0.07210031347962383,0.0,0.0,0.09090909090909091
127,15000US060014050002,0.5671497584541063,0.1497584541062802,0.00676328502415459,0.1391304347826087,0.0,0.07149758454106281,0.06570048309178744
128,15000US060014050003,0.6907936507936508,0.13015873015873017,0.0025396825396825397,0.1295238095238095,0.0,0.0,0.04698412698412698
129,15000US060014051001,0.8079545454545455,0.025,0.0,0.14431818181818182,0.0,0.0,0.022727272727272728
130,15000US060014051002,0.5687583444592791,0.2963951935914553,0.0,0.08678237650200267,0.0,0.029372496662216287,0.018691588785046728
131,15000US060014051003,0.6322274881516587,0.1819905213270142,0.0,0.08056872037914692,0.0,0.0,0.1052132701421801
132,15000US060014051004,0.5984703632887189,0.11089866156787763,0.0,0.19120458891013384,0.0,0.019120458891013385,0.08030592734225621
133,15000US060014051005,0.6540642722117203,0.1786389413988658,0.0,0.06427221172022685,0.0,0.01606805293005671,0.08695652173913043
134,15000US060014052001,0.38661710037174724,0.12936802973977696,0.02899628252788104,0.38215613382899627,0.0,0.009665427509293681,0.06319702602230483
135,15000US060014052002,0.44536082474226807,0.03814432989690722,0.0,0.3989690721649485,0.008247422680412371,0.018556701030927835,0.09072164948453608
136,15000US060014052003,0.3503427265803503,0.16755521706016754,0.0,0.31911652703731913,0.0,0.046458492003046456,0.11652703731911652
137,15000US060014052004,0.4221617946974847,0.2114208021753909,0.011556764106050306,0.052345343303874914,0.04010876954452753,0.09449354180829368,0.167912984364378
138,15000US060014053011,0.5219256434699714,0.20305052430886558,0.0,0.1472831267874166,0.003336510962821735,0.0776930409914204,0.04671115347950429
139,15000US060014053012,0.3882646691635456,0.383270911360799,0.006242197253433208,0.13607990012484394,0.0,0.011235955056179775,0.0749063670411985
140,15000US060014053021,0.3103192279138827,0.13882702301410543,0.004454342984409799,0.26874536005939126,0.0,0.15367483296213807,0.12397921306607275
141,15000US060014053022,0.3837667454688731,0.1520882584712372,0.005516154452324665,0.38455476753349094,0.0,0.038613081166272656,0.03546099290780142
142,15000US060014054011,0.3634336677814939,0.13879598662207357,0.0,0.28595317725752506,0.0,0.1544035674470457,0.05741360089186176
143,15000US060014054012,0.1137357830271216,0.289588801399825,0.04024496937882765,0.24146981627296588,0.0,0.2852143482064742,0.02974628171478565
144,15000US060014054013,0.15217391304347827,0.13304347826086957,0.0052173913043478265,0.6495652173913044,0.0,0.04173913043478261,0.018260869565217393
145,15000US060014054021,0.10039931545921278,0.2430119794637764,0.012549914432401598,0.5128351397604107,0.07529948659440959,0.03137478608100399,0.02452937820878494
146,15000US060014054022,0.2180349932705249,0.3620457604306864,0.01547779273216689,0.24831763122476447,0.026244952893674293,0.07200538358008075,0.05787348586810229
147,15000US060014055001,0.18908748824082786,0.1533396048918156,0.03857008466603951,0.5428033866415805,0.0,0.031044214487300093,0.045155221072436504
148,15000US060014055002,0.11901983663943991,0.27537922987164526,0.0,0.5635939323220537,0.0,0.029171528588098017,0.012835472578763127
149,15000US060014055003,0.25045537340619306,0.08652094717668488,0.0,0.5282331511839709,0.0,0.07650273224043716,0.058287795992714025
150,15000US060014055004,0.429097605893186,0.24769797421731124,0.01565377532228361,0.16206261510128914,0.0,0.006445672191528545,0.13904235727440148
151,15000US060014056001,0.2338362068965517,0.24676724137931033,0.0,0.4418103448275862,0.0,0.022629310344827586,0.05495689655172414
152,15000US060014056002,0.46166529266281947,0.19208573784006594,0.00247320692497939,0.21269579554822754,0.0,0.07089859851607584,0.060181368507831824
153,15000US060014056003,0.5690168818272096,0.08440913604766634,0.0,0.2015888778550149,0.0,0.07249255213505462,0.07249255213505462
154,15000US060014057001,0.20091027308192458,0.5052015604681405,0.0,0.15019505851755527,0.0,0.08387516254876463,0.05981794538361508
155,15000US060014057002,0.1703835860838537,0.15789473684210525,0.006244424620874219,0.33987511150758254,0.0,0.3256021409455843,0.0
156,15000US060014057003,0.255278310940499,0.2504798464491363,0.0,0.362763915547025,0.0,0.044145873320537425,0.0873320537428023
157,15000US060014058001,0.33766233766233766,0.1461038961038961,0.0,0.3847402597402597,0.0,0.0836038961038961,0.04788961038961039
158,15000US060014058002,0.17106314948041568,0.2741806554756195,0.004796163069544364,0.4844124700239808,0.0,0.03357314148681055,0.0319744204636291
159,15000US060014058003,0.1460775473399459,0.3904418394950406,0.0,0.345356176735798,0.010820559062218215,0.017132551848512173,0.09017132551848513
160,15000US060014058004,0.16124031007751938,0.11317829457364341,0.06201550387596899,0.5224806201550387,0.0,0.13178294573643412,0.009302325581395349
161,15000US060014059011,0.2900976290097629,0.059274755927475595,0.100418410041841,0.2217573221757322,0.0,0.3284518828451883,0.0
162,15000US060014059012,0.08103638368246968,0.17199558985667035,0.009371554575523704,0.515986769570011,0.0,0.21664829106945976,0.004961411245865491
163,15000US060014059013,0.04401913875598086,0.4813397129186603,0.016267942583732056,0.40861244019138754,0.0,0.049760765550239235,0.0
164,15000US060014059021,0.06636005256241786,0.07095926412614981,0.020367936925098553,0.5985545335085414,0.04862023653088042,0.13469119579500657,0.06044678055190539
165,15000US060014059022,0.2530339805825243,0.1262135922330097,0.0,0.40048543689320387,0.0,0.18932038834951456,0.030946601941747573
166,15000US060014060001,0.5368550368550369,0.06142506142506143,0.0,0.25184275184275184,0.0,0.11056511056511056,0.03931203931203931
167,15000US060014060002,0.1122715404699739,0.0,0.0,0.8877284595300261,0.0,0.0,0.0
